X,session,site,habitat,octocoral,stony,relief_cm,species_order,family,binomial,species,size_bin,predator_presence,nocturnal,position,behavior,max_length,colouration,cryptic_behaviour,SVC_date,SVC_max_depth,SVC_area,SVC_abundance,SVC_density,prey_date,prey_depth,prey_area,prey_abundance,prey_density,SVC_prey_difference,total_density,log_difference,average_depth,colouration2,shape,fnt_group,size_bin_char
5606,223,Dixie Ledge,Continuous,30,10,48.3461538461538,Perciformes,Labridae,Clepticus parrae,creole wrasse,2,0,0,demersal,shoaling,30,conspicuous,0,2015-03-26,54,176.7145868,0,0,2015-03-26,35.9,160,4,0.025,-0.025,0.025,-3.25809653802148,44.95,colourful,fusiform,planktivore,2
5607,223,Dixie Ledge,Continuous,30,10,48.3461538461538,Perciformes,Labridae,Clepticus parrae,creole wrasse,3,0,0,demersal,shoaling,30,conspicuous,0,2015-03-26,54,176.7145868,0,0,2015-03-26,35.9,160,4,0.025,-0.025,0.025,-3.25809653802148,44.95,colourful,fusiform,planktivore,3
5608,223,Dixie Ledge,Continuous,30,10,48.3461538461538,Perciformes,Gobiidae,Gnatholepis thompsoni,goldspot goby,1,0,0,demersal,solitary,5.6,cryptic,0,2015-03-26,54,176.7145868,0,0,2015-03-26,35.9,160,8,0.05,-0.05,0.05,-3.93182563272433,44.95,camouflage,elongated,omnivore,1
5609,223,Dixie Ledge,Continuous,30,10,48.3461538461538,Perciformes,Labridae,Sparisoma atomarium,greenblotch parrotfish,1,0,0,demersal,shoaling,25,none,1,2015-03-26,54,176.7145868,0,0,2015-03-26,35.9,160,5,0.03125,-0.03125,0.03125,-3.47351804324178,44.95,colourful,fusiform,herbivore,1
5610,223,Dixie Ledge,Continuous,30,10,48.3461538461538,Perciformes,Labridae,Sparisoma atomarium,greenblotch parrotfish,2,0,0,demersal,shoaling,25,none,1,2015-03-26,54,176.7145868,0,0,2015-03-26,35.9,160,5,0.03125,-0.03125,0.03125,-3.47351804324178,44.95,colourful,fusiform,herbivore,2
5611,223,Dixie Ledge,Continuous,30,10,48.3461538461538,Perciformes,Serranidae,Serranus tigrinus,harlequin bass,1,0,0,demersal,solitary,12.3,conspicuous,1,2015-03-26,54,176.7145868,0,0,2015-03-26,35.9,160,1,0.00625,-0.00625,0.00625,-1.98100146886658,44.95,camouflage,fusiform,invertivore,1
5612,223,Dixie Ledge,Continuous,30,10,48.3461538461538,Perciformes,Serranidae,Serranus baldwini,lantern bass,1,0,0,demersal,solitary,7.5,conspicuous,1,2015-03-26,54,176.7145868,0,0,2015-03-26,35.9,160,1,0.00625,-0.00625,0.00625,-1.98100146886658,44.95,camouflage,fusiform,carnivore,1
5613,223,Dixie Ledge,Continuous,30,10,48.3461538461538,Perciformes,Serranidae,Serranus baldwini,lantern bass,2,0,0,demersal,solitary,7.5,conspicuous,1,2015-03-26,54,176.7145868,0,0,2015-03-26,35.9,160,1,0.00625,-0.00625,0.00625,-1.98100146886658,44.95,camouflage,fusiform,carnivore,2
5614,223,Dixie Ledge,Continuous,30,10,48.3461538461538,Perciformes,Gobiidae,Coryphopterus personatus,masked goby,1,0,0,demersal,schooling,4,conspicuous,1,2015-03-26,54,176.7145868,0,0,2015-03-26,35.9,160,45,0.28125,-0.28125,0.28125,-5.64279320302977,44.95,colourful,elongated,planktivore,1
5615,223,Dixie Ledge,Continuous,30,10,48.3461538461538,Perciformes,Gobiidae,Coryphopterus eidolon,pallid goby,1,0,0,demersal,solitary,6,cryptic,1,2015-03-26,54,176.7145868,0,0,2015-03-26,35.9,160,9,0.05625,-0.05625,0.05625,-4.04742764243435,44.95,camouflage,elongated,omnivore,1
5616,223,Dixie Ledge,Continuous,30,10,48.3461538461538,Perciformes,Gobiidae,Coryphopterus eidolon,pallid goby,2,0,0,demersal,solitary,6,cryptic,1,2015-03-26,54,176.7145868,0,0,2015-03-26,35.9,160,1,0.00625,-0.00625,0.00625,-1.98100146886658,44.95,camouflage,elongated,omnivore,2
5617,223,Dixie Ledge,Continuous,30,10,48.3461538461538,Perciformes,Labridae,Sparisoma aurofrenatum,redband parrotfish,1,0,0,demersal,shoaling,28,cryptic,1,2015-03-26,54,176.7145868,0,0,2015-03-26,35.9,160,4,0.025,-0.025,0.025,-3.25809653802148,44.95,colourful,fusiform,herbivore,1
5618,223,Dixie Ledge,Continuous,30,10,48.3461538461538,Perciformes,Pomacanthidae,Holacanthus tricolor,rock beauty,3,0,0,demersal,solitary,35,conspicuous,0,2015-03-26,54,176.7145868,0,0,2015-03-26,35.9,160,1,0.00625,-0.00625,0.00625,-1.98100146886658,44.95,colourful,compressiform,omnivore,3
5619,223,Dixie Ledge,Continuous,30,10,48.3461538461538,Perciformes,Pomacanthidae,Holacanthus tricolor,rock beauty,4,0,0,demersal,solitary,35,conspicuous,0,2015-03-26,54,176.7145868,0,0,2015-03-26,35.9,160,1,0.00625,-0.00625,0.00625,-1.98100146886658,44.95,colourful,compressiform,omnivore,4
5620,223,Dixie Ledge,Continuous,30,10,48.3461538461538,Perciformes,Chaenopsidae,Acanthemblemaria aspera,roughhead blenny,1,0,0,benthic,solitary,4,cryptic,1,2015-03-26,54,176.7145868,0,0,2015-03-26,35.9,160,16,0.1,-0.1,0.1,-4.61512051684126,44.95,camouflage,elongated,invertivore,1
5621,223,Dixie Ledge,Continuous,30,10,48.3461538461538,Tetraodontiformes,Tetraodontidae,Canthigaster rostrata,sharpnose puffer,2,0,0,demersal,solitary,12,conspicuous,0,2015-03-26,54,176.7145868,0,0,2015-03-26,35.9,160,2,0.0125,-0.0125,0.0125,-2.60268968544438,44.95,colourful,globiform,omnivore,2
5622,223,Dixie Ledge,Continuous,30,10,48.3461538461538,Tetraodontiformes,Ostraciidae,Lactophrys triqueter,smooth trunkfish,5,0,0,demersal,solitary,30,conspicuous,0,2015-03-26,54,176.7145868,0,0,2015-03-26,35.9,160,1,0.00625,-0.00625,0.00625,-1.98100146886658,44.95,colourful,globiform,invertivore,5
5623,223,Dixie Ledge,Continuous,30,10,48.3461538461538,Perciformes,Labridae,Bodianus rufus,spanish hogfish,5,0,0,demersal,solitary,40,conspicuous,0,2015-03-26,54,176.7145868,0,0,2015-03-26,35.9,160,1,0.00625,-0.00625,0.00625,-1.98100146886658,44.95,colourful,fusiform,invertivore,5
5625,223,Dixie Ledge,Continuous,30,10,48.3461538461538,Perciformes,Labridae,Sparisoma viride,stoplight parrotfish,2,0,0,demersal,shoaling,50,none,0,2015-03-26,54,176.7145868,0,0,2015-03-26,35.9,160,1,0.00625,-0.00625,0.00625,-1.98100146886658,44.95,colourful,fusiform,omnivore,2
5626,223,Dixie Ledge,Continuous,30,10,48.3461538461538,Perciformes,Pomacentridae,Chromis insolata,sunshinefish,2,0,0,demersal,shoaling,16,none,0,2015-03-26,54,176.7145868,0,0,2015-03-26,35.9,160,2,0.0125,-0.0125,0.0125,-2.60268968544438,44.95,neutral,compressiform,planktivore,2
5627,223,Dixie Ledge,Continuous,30,10,48.3461538461538,Perciformes,Labridae,Halichoeres garnoti,yellowhead wrasse,4,0,0,demersal,shoaling,19.3,conspicuous,0,2015-03-26,54,176.7145868,0,0,2015-03-26,35.9,160,2,0.0125,-0.0125,0.0125,-2.60268968544438,44.95,colourful,elongated,invertivore,4
5725,225,KL-P4,Patch,30,30,28.9333333333333,Perciformes,Labridae,Sparisoma aurofrenatum,redband parrotfish,2,0,0,demersal,shoaling,28,cryptic,1,2015-03-26,15,28.27433388,1,0.0353677651344195,2015-03-26,11.7166666666667,144,3,0.0208333333333333,0.0145344318010862,0.0562010984677528,0.510244955087737,13.3583333333333,colourful,fusiform,herbivore,2
5726,225,KL-P4,Patch,30,30,28.9333333333333,Perciformes,Labridae,Thalassoma bifasciatum,bluehead wrasse,2,0,0,demersal,shoaling,25,conspicuous,0,2015-03-26,15,28.27433388,2,0.070735530268839,2015-03-26,11.7166666666667,144,4,0.0277777777777778,0.0429577524910612,0.0985133080466168,0.913382681211557,13.3583333333333,colourful,fusiform,planktivore,2
5727,225,KL-P4,Patch,30,30,28.9333333333333,Perciformes,Labridae,Lachnolaimus maximus,hogfish,5,0,0,demersal,solitary,91,cryptic,0,2015-03-26,15,28.27433388,2,0.070735530268839,2015-03-26,11.7166666666667,144,6,0.0416666666666667,0.0290688636021723,0.112402196935506,0.519568190323368,13.3583333333333,colourful,compressiform,invertivore,5
5728,225,KL-P4,Patch,30,30,28.9333333333333,Perciformes,Gobiidae,Elacatinus oceanops,neon goby,1,0,0,demersal,solitary,5,conspicuous,0,2015-03-26,15,28.27433388,3,0.106103295403258,2015-03-26,11.7166666666667,144,47,0.326388888888889,-0.22028559348563,0.432492184292147,-1.11735498055657,13.3583333333333,colourful,elongated,invertivore,1
5729,225,KL-P4,Patch,30,30,28.9333333333333,Perciformes,Lutjanidae,Ocyurus chrysurus,yellowtail snapper,3,0,0,demersal,schooling,86.3,conspicuous,0,2015-03-26,15,28.27433388,1,0.0353677651344195,2015-03-26,11.7166666666667,144,0,0,0.0353677651344195,0.0353677651344195,3.59368280906083,13.3583333333333,colourful,fusiform,carnivore,3
5730,225,KL-P4,Patch,30,30,28.9333333333333,Perciformes,Haemulidae,Haemulon sciurus,bluestriped grunt,4,0,0,demersal,schooling,46,none,0,2015-03-26,15,28.27433388,13.5,0.477464829314663,2015-03-26,11.7166666666667,144,5,0.0347222222222222,0.442742607092441,0.512187051536885,2.59480973989543,13.3583333333333,colourful,fusiform,invertivore,4
5731,225,KL-P4,Patch,30,30,28.9333333333333,Perciformes,Haemulidae,Haemulon flavolineatum,french grunt,2,0,0,demersal,schooling,30,none,1,2015-03-26,15,28.27433388,9,0.318309886209775,2015-03-26,11.7166666666667,144,63,0.4375,-0.119190113790225,0.755809886209776,-0.317197750435599,13.3583333333333,colourful,fusiform,invertivore,2
5732,225,KL-P4,Patch,30,30,28.9333333333333,Perciformes,Haemulidae,Haemulon aurolineatum,tomtate,1,0,0,demersal,schooling,25,none,0,2015-03-26,15,28.27433388,1,0.0353677651344195,2015-03-26,11.7166666666667,144,4,0.0277777777777778,0.00758998735664172,0.0631455429121973,0.234079324697515,13.3583333333333,colourful,fusiform,omnivore,1
5733,225,KL-P4,Patch,30,30,28.9333333333333,Perciformes,Labridae,Scarus iseri,striped parrotfish,1,0,0,demersal,shoaling,35,conspicuous,0,2015-03-26,15,28.27433388,8.25,0.291784062358961,2015-03-26,11.7166666666667,144,69,0.479166666666667,-0.187382604307706,0.770950729025628,-0.494697917084933,13.3583333333333,colourful,fusiform,herbivore,1
5734,225,KL-P4,Patch,30,30,28.9333333333333,Perciformes,Haemulidae,Haemulon plumierii,white grunt,1,0,0,demersal,schooling,59,none,0,2015-03-26,15,28.27433388,1,0.0353677651344195,2015-03-26,11.7166666666667,144,17,0.118055555555556,-0.0826877904211361,0.153423320689975,-1.18590742851658,13.3583333333333,silvering,compressiform,carnivore,1
5735,225,KL-P4,Patch,30,30,28.9333333333333,Perciformes,Lutjanidae,Ocyurus chrysurus,yellowtail snapper,4,0,0,demersal,schooling,86.3,conspicuous,0,2015-03-26,15,28.27433388,3.5,0.123787177970468,2015-03-26,11.7166666666667,144,0,0,0.123787177970468,0.123787177970468,4.8266097100359,13.3583333333333,colourful,fusiform,carnivore,4
5736,225,KL-P4,Patch,30,30,28.9333333333333,Perciformes,Haemulidae,Haemulon aurolineatum,tomtate,2,0,0,demersal,schooling,25,none,0,2015-03-26,15,28.27433388,6,0.212206590806517,2015-03-26,11.7166666666667,144,5,0.0347222222222222,0.177484368584295,0.246928813028739,1.78648863919904,13.3583333333333,colourful,fusiform,omnivore,2
5737,225,KL-P4,Patch,30,30,28.9333333333333,Perciformes,Haemulidae,Haemulon plumierii,white grunt,2,0,0,demersal,schooling,59,none,0,2015-03-26,15,28.27433388,66.5,2.3519563814389,2015-03-26,11.7166666666667,144,230,1.59722222222222,0.754734159216675,3.94917860366112,0.386780671755327,13.3583333333333,silvering,compressiform,carnivore,2
5738,225,KL-P4,Patch,30,30,28.9333333333333,Tetraodontiformes,Tetraodontidae,Canthigaster rostrata,sharpnose puffer,2,0,0,demersal,solitary,12,conspicuous,0,2015-03-26,15,28.27433388,1,0.0353677651344195,2015-03-26,11.7166666666667,144,5,0.0347222222222222,6.45542912197275e-4,0.0700899873566417,0.0179098427193791,13.3583333333333,colourful,globiform,omnivore,2
5739,225,KL-P4,Patch,30,30,28.9333333333333,Perciformes,Pomacanthidae,Holacanthus ciliaris,queen angelfish,2,0,0,demersal,solitary,45,conspicuous,0,2015-03-26,15,28.27433388,1,0.0353677651344195,2015-03-26,11.7166666666667,144,1,0.00694444444444444,0.0284233206899751,0.0423122095788639,1.52120993669709,13.3583333333333,colourful,compressiform,invertivore,2
5740,225,KL-P4,Patch,30,30,28.9333333333333,Perciformes,Pomacentridae,Stegastes xanthurus,cocoa damselfish,2,0,0,demersal,solitary,12.5,conspicuous,0,2015-03-26,15,28.27433388,1,0.0353677651344195,2015-03-26,11.7166666666667,144,18,0.125,-0.0896322348655805,0.160367765134419,-1.24259909789064,13.3583333333333,neutral,compressiform,omnivore,2
5741,225,KL-P4,Patch,30,30,28.9333333333333,Perciformes,Chaetodontidae,Chaetodon capistratus,foureye butterflyfish,1,0,0,demersal,solitary,7.5,conspicuous,1,2015-03-26,15,28.27433388,1,0.0353677651344195,2015-03-26,11.7166666666667,144,0,0,0.0353677651344195,0.0353677651344195,3.59368280906083,13.3583333333333,colourful,compressiform,invertivore,1
5742,225,KL-P4,Patch,30,30,28.9333333333333,Scorpaeniformes,Scorpaenidae,Pterois volitans,lionfish,5,1,1,demersal,solitary,45.7,conspicuous,1,2015-03-26,15,28.27433388,1,0.0353677651344195,2015-03-26,11.7166666666667,144,0,0,0.0353677651344195,0.0353677651344195,3.59368280906083,13.3583333333333,neutral,fusiform,carnivore,5
5743,225,KL-P4,Patch,30,30,28.9333333333333,Perciformes,Acanthuridae,Acanthurus chirurgus,doctorfish,3,0,0,demersal,solitary,35,cryptic,0,2015-03-26,15,28.27433388,1,0.0353677651344195,2015-03-26,11.7166666666667,144,0,0,0.0353677651344195,0.0353677651344195,3.59368280906083,13.3583333333333,neutral,compressiform,herbivore,3
5744,225,KL-P4,Patch,30,30,28.9333333333333,Perciformes,Lutjanidae,Ocyurus chrysurus,yellowtail snapper,5,0,0,demersal,schooling,86.3,conspicuous,0,2015-03-26,15,28.27433388,1.5,0.0530516477016292,2015-03-26,11.7166666666667,144,1,0.00694444444444444,0.0461072032571848,0.0599960921460737,1.91746715602332,13.3583333333333,colourful,fusiform,carnivore,5
5745,225,KL-P4,Patch,30,30,28.9333333333333,Perciformes,Haemulidae,Haemulon sciurus,bluestriped grunt,5,0,0,demersal,schooling,46,none,0,2015-03-26,15,28.27433388,4.5,0.159154943104888,2015-03-26,11.7166666666667,144,12,0.0833333333333333,0.0758216097715544,0.242488276438221,0.641364540988599,13.3583333333333,colourful,fusiform,invertivore,5
5746,225,KL-P4,Patch,30,30,28.9333333333333,Perciformes,Labridae,Scarus iseri,striped parrotfish,2,0,0,demersal,shoaling,35,conspicuous,0,2015-03-26,15,28.27433388,2.75,0.0972613541196536,2015-03-26,11.7166666666667,144,41,0.284722222222222,-0.187460868102569,0.381983576341876,-1.06738928024752,13.3583333333333,colourful,fusiform,herbivore,2
5747,225,KL-P4,Patch,30,30,28.9333333333333,Perciformes,Haemulidae,Haemulon plumierii,white grunt,3,0,0,demersal,schooling,59,none,0,2015-03-26,15,28.27433388,21.5,0.760406950390019,2015-03-26,11.7166666666667,144,81,0.5625,0.197906950390019,1.32290695039002,0.30100063886139,13.3583333333333,silvering,compressiform,carnivore,3
5748,225,KL-P4,Patch,30,30,28.9333333333333,Perciformes,Labridae,Sparisoma aurofrenatum,redband parrotfish,3,0,0,demersal,shoaling,28,cryptic,1,2015-03-26,15,28.27433388,1,0.0353677651344195,2015-03-26,11.7166666666667,144,0,0,0.0353677651344195,0.0353677651344195,3.59368280906083,13.3583333333333,colourful,fusiform,herbivore,3
5749,225,KL-P4,Patch,30,30,28.9333333333333,Perciformes,Labridae,Lachnolaimus maximus,hogfish,6,0,0,demersal,solitary,91,cryptic,0,2015-03-26,15,28.27433388,1,0.0353677651344195,2015-03-26,11.7166666666667,144,0,0,0.0353677651344195,0.0353677651344195,3.59368280906083,13.3583333333333,colourful,compressiform,invertivore,6
5750,225,KL-P4,Patch,30,30,28.9333333333333,Perciformes,Haemulidae,Haemulon flavolineatum,french grunt,3,0,0,demersal,schooling,30,none,1,2015-03-26,15,28.27433388,1,0.0353677651344195,2015-03-26,11.7166666666667,144,5,0.0347222222222222,6.45542912197275e-4,0.0700899873566417,0.0179098427193791,13.3583333333333,colourful,fusiform,invertivore,3
5751,225,KL-P4,Patch,30,30,28.9333333333333,Perciformes,Haemulidae,Haemulon plumierii,white grunt,4,0,0,demersal,schooling,59,none,0,2015-03-26,15,28.27433388,1,0.0353677651344195,2015-03-26,11.7166666666667,144,9,0.0625,-0.0271322348655805,0.0978677651344195,-0.557357096837812,13.3583333333333,silvering,compressiform,carnivore,4
5752,225,KL-P4,Patch,30,30,28.9333333333333,Perciformes,Pomacentridae,Stegastes leucostictus,beaugregory,1,0,0,demersal,solitary,10,none,0,2015-03-26,15,28.27433388,0,0,2015-03-26,11.7166666666667,144,1,0.00694444444444444,-0.00694444444444444,0.00694444444444444,-2.07247287236374,13.3583333333333,neutral,compressiform,omnivore,1
5753,225,KL-P4,Patch,30,30,28.9333333333333,Perciformes,Pomacentridae,Stegastes leucostictus,beaugregory,2,0,0,demersal,solitary,10,none,0,2015-03-26,15,28.27433388,0,0,2015-03-26,11.7166666666667,144,4,0.0277777777777778,-0.0277777777777778,0.0277777777777778,-3.35960348436332,13.3583333333333,neutral,compressiform,omnivore,2
5754,225,KL-P4,Patch,30,30,28.9333333333333,Perciformes,Pomacentridae,Stegastes partitus,bicolor damselfish,1,0,0,demersal,solitary,10,conspicuous,0,2015-03-26,15,28.27433388,0,0,2015-03-26,11.7166666666667,144,3,0.0208333333333333,-0.0208333333333333,0.0208333333333333,-3.0834378539731,13.3583333333333,colourful,compressiform,omnivore,1
5755,225,KL-P4,Patch,30,30,28.9333333333333,Perciformes,Acanthuridae,Acanthurus coeruleus,blue tang,3,0,0,demersal,solitary,36,cryptic,0,2015-03-26,15,28.27433388,0,0,2015-03-26,11.7166666666667,144,1,0.00694444444444444,-0.00694444444444444,0.00694444444444444,-2.07247287236374,13.3583333333333,colourful,compressiform,herbivore,3
5756,225,KL-P4,Patch,30,30,28.9333333333333,Perciformes,Labridae,Thalassoma bifasciatum,bluehead wrasse,1,0,0,demersal,shoaling,25,conspicuous,0,2015-03-26,15,28.27433388,0,0,2015-03-26,11.7166666666667,144,1,0.00694444444444444,-0.00694444444444444,0.00694444444444444,-2.07247287236374,13.3583333333333,colourful,fusiform,planktivore,1
5757,225,KL-P4,Patch,30,30,28.9333333333333,Perciformes,Labridae,Thalassoma bifasciatum,bluehead wrasse,3,0,0,demersal,shoaling,25,conspicuous,0,2015-03-26,15,28.27433388,0,0,2015-03-26,11.7166666666667,144,2,0.0138888888888889,-0.0138888888888889,0.0138888888888889,-2.70061522261469,13.3583333333333,colourful,fusiform,planktivore,3
5758,225,KL-P4,Patch,30,30,28.9333333333333,Perciformes,Haemulidae,Haemulon sciurus,bluestriped grunt,2,0,0,demersal,schooling,46,none,0,2015-03-26,15,28.27433388,0,0,2015-03-26,11.7166666666667,144,2,0.0138888888888889,-0.0138888888888889,0.0138888888888889,-2.70061522261469,13.3583333333333,colourful,fusiform,invertivore,2
5759,225,KL-P4,Patch,30,30,28.9333333333333,Perciformes,Haemulidae,Haemulon sciurus,bluestriped grunt,3,0,0,demersal,schooling,46,none,0,2015-03-26,15,28.27433388,0,0,2015-03-26,11.7166666666667,144,2,0.0138888888888889,-0.0138888888888889,0.0138888888888889,-2.70061522261469,13.3583333333333,colourful,fusiform,invertivore,3
5760,225,KL-P4,Patch,30,30,28.9333333333333,Perciformes,Gobiidae,Coryphopterus glaucofraenum,bridled goby,1,0,0,demersal,solitary,8,cryptic,1,2015-03-26,15,28.27433388,0,0,2015-03-26,11.7166666666667,144,4,0.0277777777777778,-0.0277777777777778,0.0277777777777778,-3.35960348436332,13.3583333333333,camouflage,elongated,omnivore,1
5761,225,KL-P4,Patch,30,30,28.9333333333333,Perciformes,Gobiidae,Coryphopterus glaucofraenum,bridled goby,2,0,0,demersal,solitary,8,cryptic,1,2015-03-26,15,28.27433388,0,0,2015-03-26,11.7166666666667,144,1,0.00694444444444444,-0.00694444444444444,0.00694444444444444,-2.07247287236374,13.3583333333333,camouflage,elongated,omnivore,2
5762,225,KL-P4,Patch,30,30,28.9333333333333,Perciformes,Pomacentridae,Stegastes xanthurus,cocoa damselfish,1,0,0,demersal,solitary,12.5,conspicuous,0,2015-03-26,15,28.27433388,0,0,2015-03-26,11.7166666666667,144,2,0.0138888888888889,-0.0138888888888889,0.0138888888888889,-2.70061522261469,13.3583333333333,neutral,compressiform,omnivore,1
5763,225,KL-P4,Patch,30,30,28.9333333333333,Perciformes,Gobiidae,Coryphopterus dicrus,colon goby,1,0,0,demersal,solitary,5,cryptic,1,2015-03-26,15,28.27433388,0,0,2015-03-26,11.7166666666667,144,2,0.0138888888888889,-0.0138888888888889,0.0138888888888889,-2.70061522261469,13.3583333333333,camouflage,elongated,omnivore,1
5764,225,KL-P4,Patch,30,30,28.9333333333333,Perciformes,Pomacanthidae,Pomacanthus paru,french angelfish,1,0,0,demersal,solitary,60,conspicuous,0,2015-03-26,15,28.27433388,0,0,2015-03-26,11.7166666666667,144,1,0.00694444444444444,-0.00694444444444444,0.00694444444444444,-2.07247287236374,13.3583333333333,colourful,compressiform,omnivore,1
5765,225,KL-P4,Patch,30,30,28.9333333333333,Perciformes,Haemulidae,Haemulon flavolineatum,french grunt,1,0,0,demersal,schooling,30,none,1,2015-03-26,15,28.27433388,0,0,2015-03-26,11.7166666666667,144,32,0.222222222222222,-0.222222222222222,0.222222222222222,-5.40816778747871,13.3583333333333,colourful,fusiform,invertivore,1
5766,225,KL-P4,Patch,30,30,28.9333333333333,Perciformes,Gobiidae,Gnatholepis thompsoni,goldspot goby,1,0,0,demersal,solitary,5.6,cryptic,0,2015-03-26,15,28.27433388,0,0,2015-03-26,11.7166666666667,144,27,0.1875,-0.1875,0.1875,-5.23909800688807,13.3583333333333,camouflage,elongated,omnivore,1
5767,225,KL-P4,Patch,30,30,28.9333333333333,Perciformes,Gobiidae,Gnatholepis thompsoni,goldspot goby,2,0,0,demersal,solitary,5.6,cryptic,0,2015-03-26,15,28.27433388,0,0,2015-03-26,11.7166666666667,144,14,0.0972222222222222,-0.0972222222222222,0.0972222222222222,-4.58723248530142,13.3583333333333,camouflage,elongated,omnivore,2
5768,225,KL-P4,Patch,30,30,28.9333333333333,Perciformes,Pomacanthidae,Pomacanthus arcuatus,gray angelfish,2,0,0,demersal,solitary,60,none,0,2015-03-26,15,28.27433388,0,0,2015-03-26,11.7166666666667,144,3,0.0208333333333333,-0.0208333333333333,0.0208333333333333,-3.0834378539731,13.3583333333333,neutral,compressiform,omnivore,2
5769,225,KL-P4,Patch,30,30,28.9333333333333,Perciformes,Pomacanthidae,Pomacanthus arcuatus,gray angelfish,5,0,0,demersal,solitary,60,none,0,2015-03-26,15,28.27433388,0,0,2015-03-26,11.7166666666667,144,2,0.0138888888888889,-0.0138888888888889,0.0138888888888889,-2.70061522261469,13.3583333333333,neutral,compressiform,omnivore,5
5770,225,KL-P4,Patch,30,30,28.9333333333333,Perciformes,Sciaenidae,Pareques acuminatus,highhat,2,0,1,demersal,schooling,25,conspicuous,1,2015-03-26,15,28.27433388,0,0,2015-03-26,11.7166666666667,144,1,0.00694444444444444,-0.00694444444444444,0.00694444444444444,-2.07247287236374,13.3583333333333,colourful,fusiform,carnivore,2
5771,225,KL-P4,Patch,30,30,28.9333333333333,Perciformes,Labridae,Lachnolaimus maximus,hogfish,4,0,0,demersal,solitary,91,cryptic,0,2015-03-26,15,28.27433388,0,0,2015-03-26,11.7166666666667,144,1,0.00694444444444444,-0.00694444444444444,0.00694444444444444,-2.07247287236374,13.3583333333333,colourful,compressiform,invertivore,4
5772,225,KL-P4,Patch,30,30,28.9333333333333,Tetraodontiformes,Diodontidae,Diodon hystrix,porcupinefish,6,0,1,demersal,solitary,91,conspicuous,1,2015-03-26,15,28.27433388,0,0,2015-03-26,11.7166666666667,144,2,0.0138888888888889,-0.0138888888888889,0.0138888888888889,-2.70061522261469,13.3583333333333,camouflage,globiform,invertivore,6
5773,225,KL-P4,Patch,30,30,28.9333333333333,Perciformes,Labridae,Halichoeres radiatus,puddingwife,1,0,0,demersal,shoaling,51,conspicuous,0,2015-03-26,15,28.27433388,0,0,2015-03-26,11.7166666666667,144,3,0.0208333333333333,-0.0208333333333333,0.0208333333333333,-3.0834378539731,13.3583333333333,colourful,fusiform,invertivore,1
5774,225,KL-P4,Patch,30,30,28.9333333333333,Perciformes,Labridae,Sparisoma aurofrenatum,redband parrotfish,1,0,0,demersal,shoaling,28,cryptic,1,2015-03-26,15,28.27433388,0,0,2015-03-26,11.7166666666667,144,8,0.0555555555555556,-0.0555555555555556,0.0555555555555556,-4.0352234392143,13.3583333333333,colourful,fusiform,herbivore,1
5775,225,KL-P4,Patch,30,30,28.9333333333333,Perciformes,Chaetodontidae,Chaetodon sedentarius,reef butterflyfish,1,0,0,demersal,solitary,15,conspicuous,1,2015-03-26,15,28.27433388,0,0,2015-03-26,11.7166666666667,144,3,0.0208333333333333,-0.0208333333333333,0.0208333333333333,-3.0834378539731,13.3583333333333,colourful,compressiform,invertivore,1
5776,225,KL-P4,Patch,30,30,28.9333333333333,Perciformes,Labrisomidae,Malacoctenus macropus,rosy blenny,1,0,0,demersal,solitary,5.5,conspicuous,1,2015-03-26,15,28.27433388,0,0,2015-03-26,11.7166666666667,144,3,0.0208333333333333,-0.0208333333333333,0.0208333333333333,-3.0834378539731,13.3583333333333,camouflage,elongated,invertivore,1
5777,225,KL-P4,Patch,30,30,28.9333333333333,Perciformes,Labrisomidae,Malacoctenus macropus,rosy blenny,2,0,0,demersal,solitary,5.5,conspicuous,1,2015-03-26,15,28.27433388,0,0,2015-03-26,11.7166666666667,144,2,0.0138888888888889,-0.0138888888888889,0.0138888888888889,-2.70061522261469,13.3583333333333,camouflage,elongated,invertivore,2
5778,225,KL-P4,Patch,30,30,28.9333333333333,Perciformes,Chaenopsidae,Acanthemblemaria aspera,roughhead blenny,1,0,0,benthic,solitary,4,cryptic,1,2015-03-26,15,28.27433388,0,0,2015-03-26,11.7166666666667,144,5,0.0347222222222222,-0.0347222222222222,0.0347222222222222,-3.57577296634145,13.3583333333333,camouflage,elongated,invertivore,1
5779,225,KL-P4,Patch,30,30,28.9333333333333,Tetraodontiformes,Tetraodontidae,Canthigaster rostrata,sharpnose puffer,1,0,0,demersal,solitary,12,conspicuous,0,2015-03-26,15,28.27433388,0,0,2015-03-26,11.7166666666667,144,4,0.0277777777777778,-0.0277777777777778,0.0277777777777778,-3.35960348436332,13.3583333333333,colourful,globiform,omnivore,1
5780,225,KL-P4,Patch,30,30,28.9333333333333,Perciformes,Labridae,Halichoeres bivittatus,slippery dick,1,0,0,demersal,shoaling,35,conspicuous,0,2015-03-26,15,28.27433388,0,0,2015-03-26,11.7166666666667,144,12,0.0833333333333333,-0.0833333333333333,0.0833333333333333,-4.43477720005941,13.3583333333333,colourful,elongated,carnivore,1
5781,225,KL-P4,Patch,30,30,28.9333333333333,Perciformes,Labridae,Halichoeres bivittatus,slippery dick,2,0,0,demersal,shoaling,35,conspicuous,0,2015-03-26,15,28.27433388,0,0,2015-03-26,11.7166666666667,144,4,0.0277777777777778,-0.0277777777777778,0.0277777777777778,-3.35960348436332,13.3583333333333,colourful,elongated,carnivore,2
