X,session,site,habitat,octocoral,stony,relief_cm,species_order,family,binomial,species,size_bin,predator_presence,nocturnal,position,behavior,max_length,colouration,cryptic_behaviour,SVC_date,SVC_max_depth,SVC_area,SVC_abundance,SVC_density,pred_date,pred_depth,pred_area,pred_abundance,pred_density,SVC_pred_difference,total_density,log_difference,average_depth,colouration2,shape,fnt_group,size_bin_char
323,190,KL-W7,Continuous,30,3,52.8076923076923,Perciformes,Epinephelidae,Mycteroperca bonaci,black grouper,6,1,0,demersal,solitary,152,none,1,2015-03-17,60,176.7145868,1,0.00565884241990599,2015-03-17,58,2000,3,0.0015,0.00415884241990599,0.00715884241990599,0.979654926746365,59,neutral,fusiform,carnivore,6
325,190,KL-W7,Continuous,30,3,52.8076923076923,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,3,1,1,demersal,solitary,33,conspicuous,1,2015-03-17,60,176.7145868,0,0,2015-03-17,58,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,59,neutral,fusiform,carnivore,3
326,190,KL-W7,Continuous,30,3,52.8076923076923,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,4,1,1,demersal,solitary,33,conspicuous,1,2015-03-17,60,176.7145868,0,0,2015-03-17,58,2000,2,0.001,-0.001,0.001,-0.693147180559945,59,neutral,fusiform,carnivore,4
327,190,KL-W7,Continuous,30,3,52.8076923076923,Perciformes,Epinephelidae,Cephalopholis fulva,coney,6,1,1,demersal,solitary,41,conspicuous,1,2015-03-17,60,176.7145868,0,0,2015-03-17,58,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,59,neutral,fusiform,carnivore,6
328,190,KL-W7,Continuous,30,3,52.8076923076923,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,5,1,1,demersal,solitary,33,conspicuous,1,2015-03-17,60,176.7145868,0,0,2015-03-17,58,2000,2,0.001,-0.001,0.001,-0.693147180559945,59,neutral,fusiform,carnivore,5
329,190,KL-W7,Continuous,30,3,52.8076923076923,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,6,1,1,demersal,solitary,33,conspicuous,1,2015-03-17,60,176.7145868,0,0,2015-03-17,58,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,59,neutral,fusiform,carnivore,6
330,190,KL-W7,Continuous,30,3,52.8076923076923,Perciformes,Epinephelidae,Epinephelus striatus,nassau grouper,6,1,0,demersal,solitary,100,conspicuous,1,2015-03-17,60,176.7145868,0,0,2015-03-17,58,2000,2,0.001,-0.001,0.001,-0.693147180559945,59,neutral,fusiform,carnivore,6
331,191,BISC-P14a,Patch,50,35,20.0689655172414,Anguilliformes,Muraenidae,Gymnothorax moringa,spotted moray,6,1,0,benthic,solitary,200,conspicuous,1,2015-03-18,9,78.53981634,0,0,2015-03-18,12,2940,4,0.00136054421768707,-0.00136054421768707,0.00136054421768707,-0.858892193168122,10.5,camouflage,anguilliform,carnivore,6
332,192,BISC-P15a,Patch,80,10,55.5121951219512,Perciformes,Epinephelidae,Mycteroperca bonaci,black grouper,6,1,0,demersal,solitary,152,none,1,2015-03-18,14,78.53981634,0,0,2015-03-18,7,9240,2,2.16450216450216e-4,-2.16450216450216e-4,2.16450216450216e-4,-0.195936958811952,10.5,neutral,fusiform,carnivore,6
335,192,BISC-P15a,Patch,80,10,55.5121951219512,Perciformes,Epinephelidae,Epinephelus striatus,nassau grouper,6,1,0,demersal,solitary,100,conspicuous,1,2015-03-18,14,78.53981634,0,0,2015-03-18,7,9240,2,2.16450216450216e-4,-2.16450216450216e-4,2.16450216450216e-4,-0.195936958811952,10.5,neutral,fusiform,carnivore,6
337,192,BISC-P15a,Patch,80,10,55.5121951219512,Anguilliformes,Muraenidae,Gymnothorax moringa,spotted moray,6,1,0,benthic,solitary,200,conspicuous,1,2015-03-18,14,78.53981634,0,0,2015-03-18,7,9240,2,2.16450216450216e-4,-2.16450216450216e-4,2.16450216450216e-4,-0.195936958811952,10.5,camouflage,anguilliform,carnivore,6
339,192,BISC-P15a,Patch,80,10,55.5121951219512,Anguilliformes,Muraenidae,Gymnothorax funebris,green moray,6,1,1,demersal,solitary,250,none,1,2015-03-18,14,78.53981634,0,0,2015-03-18,7,9240,1,1.08225108225108e-4,-1.08225108225108e-4,1.08225108225108e-4,-0.102759733957769,10.5,neutral,anguilliform,carnivore,6
340,193,BISC-W12,Continuous,40,10,37.8076923076923,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,3,1,1,demersal,solitary,33,conspicuous,1,2015-03-18,62,176.7145868,2,0.011317684839812,2015-03-18,62,2000,3,0.0015,0.00981768483981199,0.012817684839812,1.59474528972583,62,neutral,fusiform,carnivore,3
342,193,BISC-W12,Continuous,40,10,37.8076923076923,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,2,1,1,demersal,solitary,33,conspicuous,1,2015-03-18,62,176.7145868,0,0,2015-03-18,62,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,62,neutral,fusiform,carnivore,2
343,193,BISC-W12,Continuous,40,10,37.8076923076923,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,4,1,1,demersal,solitary,33,conspicuous,1,2015-03-18,62,176.7145868,0,0,2015-03-18,62,2000,6,0.003,-0.003,0.003,-1.38629436111989,62,neutral,fusiform,carnivore,4
344,193,BISC-W12,Continuous,40,10,37.8076923076923,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,5,1,1,demersal,solitary,33,conspicuous,1,2015-03-18,62,176.7145868,0,0,2015-03-18,62,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,62,neutral,fusiform,carnivore,5
345,193,BISC-W12,Continuous,40,10,37.8076923076923,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,6,1,1,demersal,solitary,33,conspicuous,1,2015-03-18,62,176.7145868,0,0,2015-03-18,62,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,62,neutral,fusiform,carnivore,6
346,193,BISC-W12,Continuous,40,10,37.8076923076923,Anguilliformes,Muraenidae,Gymnothorax funebris,green moray,6,1,1,demersal,solitary,250,none,1,2015-03-18,62,176.7145868,0,0,2015-03-18,62,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,62,neutral,anguilliform,carnivore,6
347,193,BISC-W12,Continuous,40,10,37.8076923076923,Scorpaeniformes,Scorpaenidae,Pterois volitans,lionfish,6,1,1,demersal,solitary,45.7,conspicuous,1,2015-03-18,62,176.7145868,0,0,2015-03-18,62,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,62,neutral,fusiform,carnivore,6
348,193,BISC-W12,Continuous,40,10,37.8076923076923,Perciformes,Lutjanidae,Lutjanus analis,mutton snapper,6,1,0,demersal,solitary,94,cryptic,0,2015-03-18,62,176.7145868,0,0,2015-03-18,62,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,62,silvering,fusiform,invertivore,6
349,193,BISC-W12,Continuous,40,10,37.8076923076923,Anguilliformes,Muraenidae,Gymnothorax moringa,spotted moray,6,1,0,benthic,solitary,200,conspicuous,1,2015-03-18,62,176.7145868,0,0,2015-03-18,62,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,62,camouflage,anguilliform,carnivore,6
350,194,BISC-W60-11c,Continuous,65,5,25.6153846153846,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,3,1,1,demersal,solitary,33,conspicuous,1,2015-03-18,57,176.7145868,1,0.00565884241990599,2015-03-18,58,2000,1,5e-4,0.00515884241990599,0.00615884241990599,1.49048055051236,57.5,neutral,fusiform,carnivore,3
351,194,BISC-W60-11c,Continuous,65,5,25.6153846153846,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,4,1,1,demersal,solitary,33,conspicuous,1,2015-03-18,57,176.7145868,1,0.00565884241990599,2015-03-18,58,2000,0,0,0.00565884241990599,0.00565884241990599,1.89594565862052,57.5,neutral,fusiform,carnivore,4
352,194,BISC-W60-11c,Continuous,65,5,25.6153846153846,Anguilliformes,Muraenidae,Gymnothorax moringa,spotted moray,6,1,0,benthic,solitary,200,conspicuous,1,2015-03-18,57,176.7145868,0,0,2015-03-18,58,2000,2,0.001,-0.001,0.001,-0.693147180559945,57.5,camouflage,anguilliform,carnivore,6
355,194,BISC-W60-11c,Continuous,65,5,25.6153846153846,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,2,1,1,demersal,solitary,33,conspicuous,1,2015-03-18,57,176.7145868,0,0,2015-03-18,58,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,57.5,neutral,fusiform,carnivore,2
356,194,BISC-W60-11c,Continuous,65,5,25.6153846153846,Perciformes,Epinephelidae,Epinephelus guttatus,red hind,6,1,0,demersal,solitary,76,conspicuous,0,2015-03-18,57,176.7145868,0,0,2015-03-18,58,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,57.5,neutral,fusiform,invertivore,6
357,194,BISC-W60-11c,Continuous,65,5,25.6153846153846,Anguilliformes,Muraenidae,Gymnothorax moringa,spotted moray,5,1,0,benthic,solitary,200,conspicuous,1,2015-03-18,57,176.7145868,0,0,2015-03-18,58,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,57.5,camouflage,anguilliform,carnivore,5
361,195,BISC-P10a,Patch,65,10,66.3076923076923,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,5,1,1,demersal,solitary,33,conspicuous,1,2015-03-19,20,78.53981634,0,0,2015-03-19,22,2448,1,4.08496732026144e-4,-4.08496732026144e-4,4.08496732026144e-4,-0.342522988151367,21,neutral,fusiform,carnivore,5
362,195,BISC-P10a,Patch,65,10,66.3076923076923,Anguilliformes,Muraenidae,Gymnothorax moringa,spotted moray,6,1,0,benthic,solitary,200,conspicuous,1,2015-03-19,20,78.53981634,0,0,2015-03-19,22,2448,1,4.08496732026144e-4,-4.08496732026144e-4,4.08496732026144e-4,-0.342522988151367,21,camouflage,anguilliform,carnivore,6
364,196,BISC-P11a,Patch,78,5,41.36,Perciformes,Epinephelidae,Epinephelus morio,red grouper,6,1,0,demersal,solitary,125,none,1,2015-03-19,15,28.27433388,0,0,2015-03-19,17,2142,2,9.33706816059757e-4,-9.33706816059757e-4,9.33706816059757e-4,-0.659438790947835,16,neutral,fusiform,carnivore,6
366,196,BISC-P11a,Patch,78,5,41.36,Scorpaeniformes,Scorpaenidae,Pterois volitans,lionfish,3,1,1,demersal,solitary,45.7,conspicuous,1,2015-03-19,15,28.27433388,0,0,2015-03-19,17,2142,1,4.66853408029879e-4,-4.66853408029879e-4,4.66853408029879e-4,-0.383119567807872,16,neutral,fusiform,carnivore,3
368,197,BISC-W30a,Continuous,18,2,36.3846153846154,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,3,1,1,demersal,solitary,33,conspicuous,1,2015-03-19,27,176.7145868,1,0.00565884241990599,2015-03-19,35,2000,3,0.0015,0.00415884241990599,0.00715884241990599,0.979654926746365,31,neutral,fusiform,carnivore,3
370,197,BISC-W30a,Continuous,18,2,36.3846153846154,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,2,1,1,demersal,solitary,33,conspicuous,1,2015-03-19,27,176.7145868,0,0,2015-03-19,35,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,31,neutral,fusiform,carnivore,2
371,197,BISC-W30a,Continuous,18,2,36.3846153846154,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,4,1,1,demersal,solitary,33,conspicuous,1,2015-03-19,27,176.7145868,0,0,2015-03-19,35,2000,3,0.0015,-0.0015,0.0015,-0.916290731874155,31,neutral,fusiform,carnivore,4
372,197,BISC-W30a,Continuous,18,2,36.3846153846154,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,5,1,1,demersal,solitary,33,conspicuous,1,2015-03-19,27,176.7145868,0,0,2015-03-19,35,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,31,neutral,fusiform,carnivore,5
373,197,BISC-W30a,Continuous,18,2,36.3846153846154,Scorpaeniformes,Scorpaenidae,Pterois volitans,lionfish,4,1,1,demersal,solitary,45.7,conspicuous,1,2015-03-19,27,176.7145868,0,0,2015-03-19,35,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,31,neutral,fusiform,carnivore,4
374,197,BISC-W30a,Continuous,18,2,36.3846153846154,Scorpaeniformes,Scorpaenidae,Pterois volitans,lionfish,5,1,1,demersal,solitary,45.7,conspicuous,1,2015-03-19,27,176.7145868,0,0,2015-03-19,35,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,31,neutral,fusiform,carnivore,5
375,197,BISC-W30a,Continuous,18,2,36.3846153846154,Perciformes,Epinephelidae,Epinephelus striatus,nassau grouper,6,1,0,demersal,solitary,100,conspicuous,1,2015-03-19,27,176.7145868,0,0,2015-03-19,35,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,31,neutral,fusiform,carnivore,6
376,198,BISC-W40-b,Continuous,10,5,58.9230769230769,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,4,1,1,demersal,solitary,33,conspicuous,1,2015-03-19,55,176.7145868,1,0.00565884241990599,2015-03-19,63,2000,5,0.0025,0.00315884241990599,0.00815884241990599,0.643182690125152,59,neutral,fusiform,carnivore,4
378,198,BISC-W40-b,Continuous,10,5,58.9230769230769,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,3,1,1,demersal,solitary,33,conspicuous,1,2015-03-19,55,176.7145868,0,0,2015-03-19,63,2000,4,0.002,-0.002,0.002,-1.09861228866811,59,neutral,fusiform,carnivore,3
379,198,BISC-W40-b,Continuous,10,5,58.9230769230769,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,5,1,1,demersal,solitary,33,conspicuous,1,2015-03-19,55,176.7145868,0,0,2015-03-19,63,2000,6,0.003,-0.003,0.003,-1.38629436111989,59,neutral,fusiform,carnivore,5
380,198,BISC-W40-b,Continuous,10,5,58.9230769230769,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,6,1,1,demersal,solitary,33,conspicuous,1,2015-03-19,55,176.7145868,0,0,2015-03-19,63,2000,2,0.001,-0.001,0.001,-0.693147180559945,59,neutral,fusiform,carnivore,6
381,198,BISC-W40-b,Continuous,10,5,58.9230769230769,Perciformes,Epinephelidae,Epinephelus striatus,nassau grouper,6,1,0,demersal,solitary,100,conspicuous,1,2015-03-19,55,176.7145868,0,0,2015-03-19,63,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,59,neutral,fusiform,carnivore,6
382,198,BISC-W40-b,Continuous,10,5,58.9230769230769,Anguilliformes,Muraenidae,Gymnothorax moringa,spotted moray,2,1,0,benthic,solitary,200,conspicuous,1,2015-03-19,55,176.7145868,0,0,2015-03-19,63,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,59,camouflage,anguilliform,carnivore,2
383,198,BISC-W40-b,Continuous,10,5,58.9230769230769,Anguilliformes,Muraenidae,Gymnothorax moringa,spotted moray,4,1,0,benthic,solitary,200,conspicuous,1,2015-03-19,55,176.7145868,0,0,2015-03-19,63,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,59,camouflage,anguilliform,carnivore,4
384,199,BISC-P7a,Patch,60,5,40.0571428571429,Perciformes,Epinephelidae,Epinephelus morio,red grouper,6,1,0,demersal,solitary,125,none,1,2015-03-20,9,50.26548246,0,0,2015-03-20,8,2520,1,3.96825396825397e-4,-3.96825396825397e-4,3.96825396825397e-4,-0.334202088086673,8.5,neutral,fusiform,carnivore,6
389,200,BISC-P9a,Patch,60,5,48.1818181818182,Perciformes,Epinephelidae,Epinephelus morio,red grouper,6,1,0,demersal,solitary,125,none,1,2015-03-20,15,78.53981634,0,0,2015-03-20,19,2709,2,7.3827980804725e-4,-7.3827980804725e-4,7.3827980804725e-4,-0.552896008158459,17,neutral,fusiform,carnivore,6
390,201,BISC-W60-2b,Continuous,20,5,49.8846153846154,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,3,1,1,demersal,solitary,33,conspicuous,1,2015-03-20,56,176.7145868,1,0.00565884241990599,2015-03-20,60,2000,1,5e-4,0.00515884241990599,0.00615884241990599,1.49048055051236,58,neutral,fusiform,carnivore,3
394,201,BISC-W60-2b,Continuous,20,5,49.8846153846154,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,4,1,1,demersal,solitary,33,conspicuous,1,2015-03-20,56,176.7145868,0,0,2015-03-20,60,2000,2,0.001,-0.001,0.001,-0.693147180559945,58,neutral,fusiform,carnivore,4
395,201,BISC-W60-2b,Continuous,20,5,49.8846153846154,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,5,1,1,demersal,solitary,33,conspicuous,1,2015-03-20,56,176.7145868,0,0,2015-03-20,60,2000,3,0.0015,-0.0015,0.0015,-0.916290731874155,58,neutral,fusiform,carnivore,5
396,201,BISC-W60-2b,Continuous,20,5,49.8846153846154,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,6,1,1,demersal,solitary,33,conspicuous,1,2015-03-20,56,176.7145868,0,0,2015-03-20,60,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,58,neutral,fusiform,carnivore,6
397,201,BISC-W60-2b,Continuous,20,5,49.8846153846154,Scorpaeniformes,Scorpaenidae,Pterois volitans,lionfish,5,1,1,demersal,solitary,45.7,conspicuous,1,2015-03-20,56,176.7145868,0,0,2015-03-20,60,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,58,neutral,fusiform,carnivore,5
398,201,BISC-W60-2b,Continuous,20,5,49.8846153846154,Anguilliformes,Muraenidae,Gymnothorax vicinus,purplemouth moray,5,1,0,demersal,solitary,122,none,1,2015-03-20,56,176.7145868,0,0,2015-03-20,60,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,58,neutral,anguilliform,carnivore,5
399,202,BISC-W60-6d,Continuous,40,5,27.5897435897436,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,3,1,1,demersal,solitary,33,conspicuous,1,2015-03-20,55,176.7145868,1,0.00565884241990599,2015-03-20,58.5,2000,1,5e-4,0.00515884241990599,0.00615884241990599,1.49048055051236,56.75,neutral,fusiform,carnivore,3
400,202,BISC-W60-6d,Continuous,40,5,27.5897435897436,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,4,1,1,demersal,solitary,33,conspicuous,1,2015-03-20,55,176.7145868,1,0.00565884241990599,2015-03-20,58.5,2000,2,0.001,0.00465884241990599,0.00665884241990599,1.20279847806057,56.75,neutral,fusiform,carnivore,4
401,202,BISC-W60-6d,Continuous,40,5,27.5897435897436,Perciformes,Sphyraenidae,Sphyraena barracuda,barracuda,6,1,0,demersal,solitary,180,cryptic,0,2015-03-20,55,176.7145868,0,0,2015-03-20,58.5,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,56.75,silvering,elongated,carnivore,6
402,202,BISC-W60-6d,Continuous,40,5,27.5897435897436,Perciformes,Epinephelidae,Mycteroperca bonaci,black grouper,6,1,0,demersal,solitary,152,none,1,2015-03-20,55,176.7145868,0,0,2015-03-20,58.5,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,56.75,neutral,fusiform,carnivore,6
403,202,BISC-W60-6d,Continuous,40,5,27.5897435897436,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,5,1,1,demersal,solitary,33,conspicuous,1,2015-03-20,55,176.7145868,0,0,2015-03-20,58.5,2000,6,0.003,-0.003,0.003,-1.38629436111989,56.75,neutral,fusiform,carnivore,5
404,202,BISC-W60-6d,Continuous,40,5,27.5897435897436,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,6,1,1,demersal,solitary,33,conspicuous,1,2015-03-20,55,176.7145868,0,0,2015-03-20,58.5,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,56.75,neutral,fusiform,carnivore,6
405,202,BISC-W60-6d,Continuous,40,5,27.5897435897436,Anguilliformes,Muraenidae,Gymnothorax funebris,green moray,6,1,1,demersal,solitary,250,none,1,2015-03-20,55,176.7145868,0,0,2015-03-20,58.5,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,56.75,neutral,anguilliform,carnivore,6
407,203,FKSP1,Patch,0,10,64.8,Perciformes,Epinephelidae,Mycteroperca bonaci,black grouper,6,1,0,demersal,solitary,152,none,1,2015-03-22,11,28.27433388,0,0,2015-03-22,14,648,2,0.00308641975308642,-0.00308641975308642,0.00308641975308642,-1.40766922070462,12.5,neutral,fusiform,carnivore,6
408,203,FKSP1,Patch,0,10,64.8,Perciformes,Epinephelidae,Epinephelus striatus,nassau grouper,6,1,0,demersal,solitary,100,conspicuous,1,2015-03-22,11,28.27433388,0,0,2015-03-22,14,648,1,0.00154320987654321,-0.00154320987654321,0.00154320987654321,-0.933427014117142,12.5,neutral,fusiform,carnivore,6
409,203,FKSP1,Patch,0,10,64.8,Perciformes,Epinephelidae,Epinephelus adscensionis,rock hind,5,1,0,demersal,solitary,60,conspicuous,1,2015-03-22,11,28.27433388,0,0,2015-03-22,14,648,1,0.00154320987654321,-0.00154320987654321,0.00154320987654321,-0.933427014117142,12.5,neutral,fusiform,invertivore,5
410,204,Ten 2A,Continuous,5,2,30.8461538461538,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,3,1,1,demersal,solitary,33,conspicuous,1,2015-03-22,32,176.7145868,1,0.00565884241990599,2015-03-22,39,2000,0,0,0.00565884241990599,0.00565884241990599,1.89594565862052,35.5,neutral,fusiform,carnivore,3
413,204,Ten 2A,Continuous,5,2,30.8461538461538,Perciformes,Epinephelidae,Mycteroperca microlepis,gag grouper,6,1,0,demersal,solitary,145,none,1,2015-03-22,32,176.7145868,0,0,2015-03-22,39,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,35.5,neutral,fusiform,carnivore,6
414,204,Ten 2A,Continuous,5,2,30.8461538461538,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,4,1,1,demersal,solitary,33,conspicuous,1,2015-03-22,32,176.7145868,0,0,2015-03-22,39,2000,3,0.0015,-0.0015,0.0015,-0.916290731874155,35.5,neutral,fusiform,carnivore,4
415,204,Ten 2A,Continuous,5,2,30.8461538461538,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,5,1,1,demersal,solitary,33,conspicuous,1,2015-03-22,32,176.7145868,0,0,2015-03-22,39,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,35.5,neutral,fusiform,carnivore,5
416,204,Ten 2A,Continuous,5,2,30.8461538461538,Perciformes,Epinephelidae,Epinephelus striatus,nassau grouper,6,1,0,demersal,solitary,100,conspicuous,1,2015-03-22,32,176.7145868,0,0,2015-03-22,39,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,35.5,neutral,fusiform,carnivore,6
418,204,Ten 2A,Continuous,5,2,30.8461538461538,Anguilliformes,Muraenidae,Gymnothorax miliaris,goldentail moray,6,1,0,benthic,solitary,70,conspicuous,1,2015-03-22,32,176.7145868,0,0,2015-03-22,39,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,35.5,neutral,anguilliform,carnivore,6
419,204,Ten 2A,Continuous,5,2,30.8461538461538,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,2,1,1,demersal,solitary,33,conspicuous,1,2015-03-22,32,176.7145868,0,0,2015-03-22,39,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,35.5,neutral,fusiform,carnivore,2
420,204,Ten 2A,Continuous,5,2,30.8461538461538,Anguilliformes,Muraenidae,Gymnothorax funebris,green moray,6,1,1,demersal,solitary,250,none,1,2015-03-22,32,176.7145868,0,0,2015-03-22,39,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,35.5,neutral,anguilliform,carnivore,6
421,204,Ten 2A,Continuous,5,2,30.8461538461538,Scorpaeniformes,Scorpaenidae,Pterois volitans,lionfish,3,1,1,demersal,solitary,45.7,conspicuous,1,2015-03-22,32,176.7145868,0,0,2015-03-22,39,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,35.5,neutral,fusiform,carnivore,3
422,204,Ten 2A,Continuous,5,2,30.8461538461538,Scorpaeniformes,Scorpaenidae,Pterois volitans,lionfish,4,1,1,demersal,solitary,45.7,conspicuous,1,2015-03-22,32,176.7145868,0,0,2015-03-22,39,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,35.5,neutral,fusiform,carnivore,4
423,204,Ten 2A,Continuous,5,2,30.8461538461538,Scorpaeniformes,Scorpaenidae,Pterois volitans,lionfish,5,1,1,demersal,solitary,45.7,conspicuous,1,2015-03-22,32,176.7145868,0,0,2015-03-22,39,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,35.5,neutral,fusiform,carnivore,5
424,204,Ten 2A,Continuous,5,2,30.8461538461538,Anguilliformes,Muraenidae,Gymnothorax moringa,spotted moray,6,1,0,benthic,solitary,200,conspicuous,1,2015-03-22,32,176.7145868,0,0,2015-03-22,39,2000,2,0.001,-0.001,0.001,-0.693147180559945,35.5,camouflage,anguilliform,carnivore,6
425,205,Ten 3A,Continuous,5,5,46.8461538461538,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,2,1,1,demersal,solitary,33,conspicuous,1,2015-03-22,29,176.7145868,1,0.00565884241990599,2015-03-22,31,2000,1,5e-4,0.00515884241990599,0.00615884241990599,1.49048055051236,30,neutral,fusiform,carnivore,2
426,205,Ten 3A,Continuous,5,5,46.8461538461538,Perciformes,Epinephelidae,Mycteroperca bonaci,black grouper,6,1,0,demersal,solitary,152,none,1,2015-03-22,29,176.7145868,1,0.00565884241990599,2015-03-22,31,2000,6,0.003,0.00265884241990599,0.008658842419906,0.509651297500629,30,neutral,fusiform,carnivore,6
427,205,Ten 3A,Continuous,5,5,46.8461538461538,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,3,1,1,demersal,solitary,33,conspicuous,1,2015-03-22,29,176.7145868,0,0,2015-03-22,31,2000,5,0.0025,-0.0025,0.0025,-1.25276296849537,30,neutral,fusiform,carnivore,3
428,205,Ten 3A,Continuous,5,5,46.8461538461538,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,4,1,1,demersal,solitary,33,conspicuous,1,2015-03-22,29,176.7145868,0,0,2015-03-22,31,2000,2,0.001,-0.001,0.001,-0.693147180559945,30,neutral,fusiform,carnivore,4
429,205,Ten 3A,Continuous,5,5,46.8461538461538,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,5,1,1,demersal,solitary,33,conspicuous,1,2015-03-22,29,176.7145868,0,0,2015-03-22,31,2000,6,0.003,-0.003,0.003,-1.38629436111989,30,neutral,fusiform,carnivore,5
432,205,Ten 3A,Continuous,5,5,46.8461538461538,Scorpaeniformes,Scorpaenidae,Pterois volitans,lionfish,4,1,1,demersal,solitary,45.7,conspicuous,1,2015-03-22,29,176.7145868,0,0,2015-03-22,31,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,30,neutral,fusiform,carnivore,4
433,206,Ten 5A,Continuous,3,2,21.1153846153846,Perciformes,Epinephelidae,Mycteroperca microlepis,gag grouper,6,1,0,demersal,solitary,145,none,1,2015-03-22,32,176.7145868,1,0.00565884241990599,2015-03-22,30,2000,7,0.0035,0.00215884241990599,0.00915884241990599,0.391868261844246,31,neutral,fusiform,carnivore,6
435,206,Ten 5A,Continuous,3,2,21.1153846153846,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,2,1,1,demersal,solitary,33,conspicuous,1,2015-03-22,32,176.7145868,1,0.00565884241990599,2015-03-22,30,2000,3,0.0015,0.00415884241990599,0.00715884241990599,0.979654926746365,31,neutral,fusiform,carnivore,2
436,206,Ten 5A,Continuous,3,2,21.1153846153846,Perciformes,Epinephelidae,Mycteroperca bonaci,black grouper,6,1,0,demersal,solitary,152,none,1,2015-03-22,32,176.7145868,0,0,2015-03-22,30,2000,5,0.0025,-0.0025,0.0025,-1.25276296849537,31,neutral,fusiform,carnivore,6
