"","session","species","var","SVC_tl","SVC_abundance","size_bin"
"4829",231,"redband parrotfish","2",14,0.5,3
"4830",231,"bicolor damselfish","2",4.75,12,1
"4831",231,"yellowhead wrasse","2",6.25,1.25,2
"4832",231,"bluehead wrasse","2",4.25,6,1
"4833",231,"hogfish","2",28.75,17.75,5
"4834",231,"jolthead porgy","3",25,1,5
"4835",231,"butter hamlet","3",10,1,2
"4836",231,"harlequin bass","3",6,1,2
"4837",231,"doctorfish","3",20,1,4
"4838",231,"cocoa damselfish","3",10,1,2
"4839",231,"french grunt","3",12,1,3
"4840",231,"sharpnose puffer","3",4,1,1
"4841",231,"blue chromis","3",6,1,2
"4842",231,"redband parrotfish","3",16,3,4
"4843",231,"bicolor damselfish","3",5.5,26,2
"4844",231,"yellowhead wrasse","3",7.5,4.5,2
"4845",231,"bluehead wrasse","3",5.5,14,2
"4846",231,"hogfish","3",32.5,37.5,6
"4847",231,"redband parrotfish","4",18,0.5,4
"4848",231,"bicolor damselfish","4",6.25,12,2
"4849",231,"yellowhead wrasse","4",8.75,1.25,2
"4850",231,"bluehead wrasse","4",6.75,6,2
"4851",231,"hogfish","4",36.25,17.75,6
"4852",231,"ocean surgeonfish","5",15,1,3
"4853",231,"blue chromis","5",8,1,2
"4854",231,"redband parrotfish","5",20,1,4
"4855",231,"bicolor damselfish","5",7,1,2
"4856",231,"yellowhead wrasse","5",10,1,2
"4857",231,"bluehead wrasse","5",8,1,2
"4858",231,"hogfish","5",40,1,6
"4859",232,"ocean surgeonfish","1",10,1,2
"4860",232,"french angelfish","1",17,1,4
"4861",232,"foureye butterflyfish","1",8,1,2
"4862",232,"harlequin bass","1",6,1,2
"4863",232,"yellowhead wrasse","1",4,1,1
"4864",232,"clown wrasse","1",4,1,1
"4865",232,"slippery dick","1",6,1,2
"4866",232,"squirrelfish","1",18,1,4
"4867",232,"doctorfish","1",8,1,2
"4868",232,"bluehead wrasse","1",4,1,1
"4869",232,"striped parrotfish","1",8,1,2
"4870",232,"blue chromis","1",4,1,1
"4871",232,"bicolor damselfish","1",3,1,1
"4872",232,"redband parrotfish","1",7,1,2
"4873",232,"sharpnose puffer","1",2,1,1
"4874",232,"bluehead wrasse","1",2,1,1
"4875",232,"bluehead wrasse","2",5.5,10,2
"4876",232,"striped parrotfish","2",9,0.25,2
"4877",232,"blue chromis","2",4.75,1.75,1
"4878",232,"bicolor damselfish","2",3.5,14.75,1
"4879",232,"redband parrotfish","2",7.75,0.25,2
"4880",232,"sharpnose puffer","2",2.5,0.5,1
"4881",232,"bluehead wrasse","2",3,3.5,1
"4882",232,"blue tang","3",14,1,3
"4883",232,"banded butterflyfish","3",7,1,2
"4884",232,"graysby","3",12,1,3
"4885",232,"yellowhead wrasse","3",6,1,2
"4886",232,"clown wrasse","3",4.5,1,1
"4887",232,"slippery dick","3",7.5,1,2
"4888",232,"squirrelfish","3",20,2,4
"4889",232,"doctorfish","3",8,2,2
"4890",232,"bluehead wrasse","3",7,22,2
"4891",232,"striped parrotfish","3",10,2.5,2
"4892",232,"blue chromis","3",5.5,5.5,2
"4893",232,"bicolor damselfish","3",4,31.5,1
"4894",232,"redband parrotfish","3",8.5,2.5,2
"4895",232,"sharpnose puffer","3",3,3,1
"4896",232,"bluehead wrasse","3",4,9,1
"4897",232,"bluehead wrasse","4",8.5,10,2
"4898",232,"striped parrotfish","4",11,0.25,3
"4899",232,"blue chromis","4",6.25,1.75,2
"4900",232,"bicolor damselfish","4",4.5,14.75,1
"4901",232,"redband parrotfish","4",9.25,0.25,2
"4902",232,"sharpnose puffer","4",3.5,0.5,1
"4903",232,"bluehead wrasse","4",5,3.5,1
"4904",232,"ocean surgeonfish","5",12,1,3
"4905",232,"french angelfish","5",20,1,4
"4906",232,"foureye butterflyfish","5",9,1,2
"4907",232,"harlequin bass","5",6,1,2
"4908",232,"yellowhead wrasse","5",8,1,2
"4909",232,"clown wrasse","5",5,1,1
"4910",232,"slippery dick","5",9,1,2
"4911",232,"squirrelfish","5",22,1,5
"4912",232,"doctorfish","5",8,1,2
"4913",232,"bluehead wrasse","5",10,1,2
"4914",232,"striped parrotfish","5",12,1,3
"4915",232,"blue chromis","5",7,1,2
"4916",232,"bicolor damselfish","5",5,1,1
"4917",232,"redband parrotfish","5",10,1,2
"4918",232,"sharpnose puffer","5",4,1,1
"4919",232,"bluehead wrasse","5",6,1,2
"4920",233,"redband parrotfish","1",8,1,2
"4921",233,"blue chromis","1",4,1,1
"4922",233,"harlequin bass","1",3,1,1
"4923",233,"blue tang","1",8,1,2
"4924",233,"ocean surgeonfish","1",10,1,2
"4925",233,"striped parrotfish","1",6,1,2
"4926",233,"bicolor damselfish","1",2,1,1
"4927",233,"yellowhead wrasse","1",4,1,1
"4928",233,"bluehead wrasse","1",2,1,1
"4929",233,"clown wrasse","1",3,1,1
"4930",233,"ocean surgeonfish","2",10.5,0.25,3
"4931",233,"striped parrotfish","2",7,0.5,2
"4932",233,"bicolor damselfish","2",2.75,16.25,1
"4933",233,"yellowhead wrasse","2",5.75,1.5,2
"4934",233,"bluehead wrasse","2",3.25,6.75,1
"4935",233,"clown wrasse","2",3.75,0.5,1
"4936",233,"dusky damselfish","3",6,1,2
"4937",233,"rock beauty","3",8,1,2
"4938",233,"hogfish","3",17,1,4
"4939",233,"graysby","3",10,1,2
"4940",233,"french grunt","3",18,1,4
"4941",233,"stoplight parrotfish","3",20,1,4
"4942",233,"bar jack","3",20,1,4
"4943",233,"redband parrotfish","3",9.5,1,2
"4944",233,"blue chromis","3",5.5,1,2
"4945",233,"harlequin bass","3",4,1,1
"4946",233,"blue tang","3",9,2,2
"4947",233,"ocean surgeonfish","3",11,2.5,3
"4948",233,"striped parrotfish","3",8,3,2
"4949",233,"bicolor damselfish","3",3.5,34.5,1
"4950",233,"yellowhead wrasse","3",7.5,5,2
"4951",233,"bluehead wrasse","3",4.5,15.5,1
"4952",233,"clown wrasse","3",4.5,3,1
"4953",233,"ocean surgeonfish","4",11.5,0.25,3
"4954",233,"striped parrotfish","4",9,0.5,2
"4955",233,"bicolor damselfish","4",4.25,16.25,1
"4956",233,"yellowhead wrasse","4",9.25,1.5,2
"4957",233,"bluehead wrasse","4",5.75,6.75,2
"4958",233,"clown wrasse","4",5.25,0.5,2
"4959",233,"redband parrotfish","5",11,1,3
"4960",233,"blue chromis","5",7,1,2
"4961",233,"harlequin bass","5",5,1,1
"4962",233,"blue tang","5",10,1,2
"4963",233,"ocean surgeonfish","5",12,1,3
"4964",233,"striped parrotfish","5",10,1,2
"4965",233,"bicolor damselfish","5",5,1,1
"4966",233,"yellowhead wrasse","5",11,1,3
"4967",233,"bluehead wrasse","5",7,1,2
"4968",233,"clown wrasse","5",6,1,2
"4969",234,"rock beauty","1",10,1,2
"4970",234,"foureye butterflyfish","1",8,1,2
"4971",234,"gray angelfish","1",20,1,4
"4972",234,"spotted goatfish","1",10,1,2
"4973",234,"stoplight parrotfish","1",15,1,3
"4974",234,"redband parrotfish","1",9,1,2
"4975",234,"ocean surgeonfish","1",10,1,2
"4976",234,"doctorfish","1",12,1,3
"4977",234,"reef butterflyfish","1",6,1,2
"4978",234,"clown wrasse","1",6,1,2
"4979",234,"bicolor damselfish","1",3,1,1
"4980",234,"bluehead wrasse","1",3,1,1
"4981",234,"yellowhead wrasse","1",7,1,2
"4982",234,"bicolor damselfish","2",3.75,11,1
"4983",234,"bluehead wrasse","2",3.75,5,1
"4984",234,"yellowhead wrasse","2",8,0.25,2
"4985",234,"hogfish","3",20,1,4
"4986",234,"graysby","3",12,1,3
"4987",234,"slippery dick","3",10,1,2
"4988",234,"redband parrotfish","3",11.5,2,3
"4989",234,"ocean surgeonfish","3",11,2,3
"4990",234,"doctorfish","3",12,2,3
"4991",234,"reef butterflyfish","3",6.5,2,2
"4992",234,"clown wrasse","3",7,2,2
"4993",234,"bicolor damselfish","3",4.5,24,1
"4994",234,"bluehead wrasse","3",4.5,12,1
"4995",234,"yellowhead wrasse","3",9,2.5,2
"4996",234,"bicolor damselfish","4",5.25,11,2
"4997",234,"bluehead wrasse","4",5.25,5,2
"4998",234,"yellowhead wrasse","4",10,0.25,2
"4999",234,"rock beauty","5",13,1,3
"5000",234,"foureye butterflyfish","5",8,1,2
"5001",234,"gray angelfish","5",22,1,5
"5002",234,"spotted goatfish","5",12,1,3
"5003",234,"stoplight parrotfish","5",20,1,4
"5004",234,"redband parrotfish","5",14,1,3
"5005",234,"ocean surgeonfish","5",12,1,3
"5006",234,"doctorfish","5",12,1,3
"5007",234,"reef butterflyfish","5",7,1,2
"5008",234,"clown wrasse","5",8,1,2
"5009",234,"bicolor damselfish","5",6,1,2
"5010",234,"bluehead wrasse","5",6,1,2
"5011",234,"yellowhead wrasse","5",11,1,3
"5012",235,"yellowhead wrasse","1",3,1,1
"5013",235,"butter hamlet","1",8,1,2
"5014",235,"french grunt","1",10,1,2
"5015",235,"caesar grunt","1",15,1,3
"5016",235,"sharpnose puffer","1",2,1,1
"5017",235,"yellowtail snapper","1",14,1,3
"5018",235,"bicolor damselfish","1",2,1,1
"5019",235,"striped parrotfish","1",5,1,1
"5020",235,"redband parrotfish","1",7,1,2
"5021",235,"bluehead wrasse","1",4,1,1
"5022",235,"hogfish","1",13,1,3
"5023",235,"bicolor damselfish","2",2.75,5,1
"5024",235,"striped parrotfish","2",5.75,1,2
"5025",235,"redband parrotfish","2",7.75,0.25,2
"5026",235,"bluehead wrasse","2",4.75,2.25,1
"5027",235,"hogfish","2",14.75,0.25,3
"5028",235,"blue chromis","3",7,1,2
"5029",235,"bar jack","3",17,1,4
"5030",235,"doctorfish","3",11,1,3
"5031",235,"princess parrotfish","3",15,1,3
"5032",235,"sharpnose puffer","3",3,1,1
"5033",235,"yellowtail snapper","3",15.5,1,4
"5034",235,"bicolor damselfish","3",3.5,12,1
"5035",235,"striped parrotfish","3",6.5,4,2
"5036",235,"redband parrotfish","3",8.5,2.5,2
"5037",235,"bluehead wrasse","3",5.5,6.5,2
"5038",235,"hogfish","3",16.5,2.5,4
"5039",235,"bicolor damselfish","4",4.25,5,1
"5040",235,"striped parrotfish","4",7.25,1,2
"5041",235,"redband parrotfish","4",9.25,0.25,2
"5042",235,"bluehead wrasse","4",6.25,2.25,2
"5043",235,"hogfish","4",18.25,0.25,4
"5044",235,"yellowhead wrasse","5",6,1,2
"5045",235,"butter hamlet","5",8,1,2
"5046",235,"french grunt","5",12,1,3
"5047",235,"caesar grunt","5",15,1,3
"5048",235,"sharpnose puffer","5",4,1,1
"5049",235,"yellowtail snapper","5",17,1,4
"5050",235,"bicolor damselfish","5",5,1,1
"5051",235,"striped parrotfish","5",8,1,2
"5052",235,"redband parrotfish","5",10,1,2
"5053",235,"bluehead wrasse","5",7,1,2
"5054",235,"hogfish","5",20,1,4
"5055",236,"reef butterflyfish","1",6,1,2
"5056",236,"stoplight parrotfish","1",4,1,1
"5057",236,"striped parrotfish","1",9,1,2
"5058",236,"hogfish","1",15,1,3
"5059",236,"doctorfish","1",9,1,2
"5060",236,"rock beauty","1",9,1,2
"5061",236,"redband parrotfish","1",12,1,3
"5062",236,"bluehead wrasse","1",3,1,1
"5063",236,"bicolor damselfish","1",2,1,1
"5064",236,"caesar grunt","1",9,1,2
"5065",236,"bluestriped grunt","1",10,1,2
"5066",236,"blue chromis","1",3,1,1
"5067",236,"french grunt","1",10,1,2
"5068",236,"brown chromis","1",4,1,1
"5069",236,"redband parrotfish","2",14.5,0.25,3
"5070",236,"bluehead wrasse","2",3.75,5.5,1
"5071",236,"bicolor damselfish","2",2.75,14.5,1
"5072",236,"caesar grunt","2",10.5,1,3
"5073",236,"bluestriped grunt","2",11,2.25,3
"5074",236,"blue chromis","2",3.75,4.25,1
"5075",236,"french grunt","2",11,4.25,3
"5076",236,"brown chromis","2",4.25,0.75,1
"5077",236,"porkfish","3",22,1,5
"5078",236,"blue tang","3",6,1,2
"5079",236,"queen angelfish","3",16,1,4
"5080",236,"princess parrotfish","3",18,1,4
"5081",236,"yellowtail snapper","3",25,1,5
"5082",236,"squirrelfish","3",15,1,3
"5083",236,"hogfish","3",18,1,4
"5084",236,"doctorfish","3",10,1,2
"5085",236,"rock beauty","3",10.5,1,3
"5086",236,"redband parrotfish","3",17,2.5,4
"5087",236,"bluehead wrasse","3",4.5,13,1
"5088",236,"bicolor damselfish","3",3.5,31,1
"5089",236,"caesar grunt","3",12,4,3
"5090",236,"bluestriped grunt","3",12,6.5,3
"5091",236,"blue chromis","3",4.5,10.5,1
"5092",236,"french grunt","3",12,10.5,3
"5093",236,"brown chromis","3",4.5,3.5,1
"5094",236,"redband parrotfish","4",19.5,0.25,4
"5095",236,"bluehead wrasse","4",5.25,5.5,2
"5096",236,"bicolor damselfish","4",4.25,14.5,1
"5097",236,"caesar grunt","4",13.5,1,3
"5098",236,"bluestriped grunt","4",13,2.25,3
"5099",236,"blue chromis","4",5.25,4.25,2
"5100",236,"french grunt","4",13,4.25,3
"5101",236,"brown chromis","4",4.75,0.75,1
"5102",236,"reef butterflyfish","5",7,1,2
"5103",236,"stoplight parrotfish","5",22,1,5
"5104",236,"striped parrotfish","5",10,1,2
"5105",236,"hogfish","5",21,1,5
"5106",236,"doctorfish","5",11,1,3
"5107",236,"rock beauty","5",12,1,3
"5108",236,"redband parrotfish","5",22,1,5
"5109",236,"bluehead wrasse","5",6,1,2
"5110",236,"bicolor damselfish","5",5,1,1
"5111",236,"caesar grunt","5",15,1,3
"5112",236,"bluestriped grunt","5",14,1,3
"5113",236,"blue chromis","5",6,1,2
"5114",236,"french grunt","5",14,1,3
"5115",236,"brown chromis","5",5,1,1
"5116",237,"smooth trunkfish","1",11,1,3
"5117",237,"redband parrotfish","1",8,1,2
"5118",237,"striped parrotfish","1",6,1,2
"5119",237,"foureye butterflyfish","1",6,1,2
"5120",237,"bluehead wrasse","1",3,1,1
"5121",237,"bicolor damselfish","1",3,1,1
"5122",237,"doctorfish","1",8,1,2
"5123",237,"yellowtail snapper","1",15,1,3
"5124",237,"blue chromis","1",2,1,1
"5125",237,"bluehead wrasse","2",4.25,8,1
"5126",237,"bicolor damselfish","2",3.75,8.5,1
"5127",237,"doctorfish","2",8.5,0.75,2
"5128",237,"yellowtail snapper","2",15.75,1.75,4
"5129",237,"blue chromis","2",2.75,0.25,1
"5130",237,"rock beauty","3",10,1,2
"5131",237,"barracuda","3",70,1,6
"5132",237,"spanish hogfish","3",12,1,3
"5133",237,"brown chromis","3",6,1,2
"5134",237,"striped parrotfish","3",8,2,2
"5135",237,"foureye butterflyfish","3",6.5,2,2
"5136",237,"bluehead wrasse","3",5.5,18,2
"5137",237,"bicolor damselfish","3",4.5,19,1
"5138",237,"doctorfish","3",9,3.5,2
"5139",237,"yellowtail snapper","3",16.5,5.5,4
"5140",237,"blue chromis","3",3.5,2.5,1
"5141",237,"bluehead wrasse","4",6.75,8,2
"5142",237,"bicolor damselfish","4",5.25,8.5,2
"5143",237,"doctorfish","4",9.5,0.75,2
"5144",237,"yellowtail snapper","4",17.25,1.75,4
"5145",237,"blue chromis","4",4.25,0.25,1
"5146",237,"smooth trunkfish","5",13,1,3
"5147",237,"redband parrotfish","5",12,1,3
"5148",237,"striped parrotfish","5",10,1,2
"5149",237,"foureye butterflyfish","5",7,1,2
"5150",237,"bluehead wrasse","5",8,1,2
"5151",237,"bicolor damselfish","5",6,1,2
"5152",237,"doctorfish","5",10,1,2
"5153",237,"yellowtail snapper","5",18,1,4
"5154",237,"blue chromis","5",5,1,1
"5155",238,"clown wrasse","1",8,1,2
"5156",238,"sharpnose puffer","1",2,1,1
"5157",238,"doctorfish","1",9,1,2
"5158",238,"striped parrotfish","1",5,1,1
"5159",238,"bicolor damselfish","1",2,1,1
"5160",238,"white grunt","1",12,1,3
"5161",238,"blue chromis","1",2,1,1
"5162",238,"bicolor damselfish","2",2.5,6.75,1
"5163",238,"white grunt","2",12.5,0.5,3
"5164",238,"blue chromis","2",3,8.75,1
"5165",238,"slippery dick","3",12,1,3
"5166",238,"redband parrotfish","3",14,1,3
"5167",238,"harlequin bass","3",4,1,1
"5168",238,"clown wrasse","3",9,1,2
"5169",238,"sharpnose puffer","3",2.5,1,1
"5170",238,"doctorfish","3",9.5,1,2
"5171",238,"striped parrotfish","3",6,2,2
"5172",238,"bicolor damselfish","3",3,15.5,1
"5173",238,"white grunt","3",13,3,3
"5174",238,"blue chromis","3",4,19.5,1
"5175",238,"bicolor damselfish","4",3.5,6.75,1
"5176",238,"white grunt","4",13.5,0.5,3
"5177",238,"blue chromis","4",5,8.75,1
"5178",238,"clown wrasse","5",10,1,2
"5179",238,"sharpnose puffer","5",3,1,1
"5180",238,"doctorfish","5",10,1,2
"5181",238,"striped parrotfish","5",7,1,2
"5182",238,"bicolor damselfish","5",4,1,1
"5183",238,"white grunt","5",14,1,3
"5184",238,"blue chromis","5",6,1,2
"5185",240,"reef butterflyfish","1",5,1,1
"5186",240,"harlequin bass","1",4,1,1
"5187",240,"redband parrotfish","1",7,1,2
"5188",240,"bar jack","1",15,1,3
"5189",240,"french grunt","1",7,1,2
"5190",240,"striped parrotfish","1",3,1,1
"5191",240,"bicolor damselfish","1",3,1,1
"5192",240,"blue chromis","1",2,1,1
"5193",240,"striped parrotfish","2",3.75,0.5,1
"5194",240,"bicolor damselfish","2",3.5,5.75,1
"5195",240,"blue chromis","2",2.75,4.5,1
"5196",240,"rock beauty","3",9,1,2
"5197",240,"ocean surgeonfish","3",10,1,2
"5198",240,"yellowhead wrasse","3",5,1,1
"5199",240,"barred hamlet","3",7,1,2
"5200",240,"doctorfish","3",8,1,2
"5201",240,"gray angelfish","3",18,1,4
"5202",240,"redband parrotfish","3",8.5,1,2
"5203",240,"bar jack","3",18,1,4
"5204",240,"french grunt","3",7.5,2,2
"5205",240,"striped parrotfish","3",4.5,3,1
"5206",240,"bicolor damselfish","3",4,13.5,1
"5207",240,"blue chromis","3",3.5,11,1
"5208",240,"striped parrotfish","4",5.25,0.5,2
"5209",240,"bicolor damselfish","4",4.5,5.75,1
"5210",240,"blue chromis","4",4.25,4.5,1
"5211",240,"reef butterflyfish","5",6,1,2
"5212",240,"harlequin bass","5",5,1,1
"5213",240,"redband parrotfish","5",10,1,2
"5214",240,"bar jack","5",21,1,5
"5215",240,"french grunt","5",8,1,2
"5216",240,"striped parrotfish","5",6,1,2
"5217",240,"bicolor damselfish","5",5,1,1
"5218",240,"blue chromis","5",5,1,1
"5219",242,"squirrelfish","1",15,1,3
"5220",242,"hogfish","1",18,1,4
"5221",242,"blue tang","1",9,1,2
"5222",242,"reef butterflyfish","1",5,1,1
"5223",242,"queen angelfish","1",20,1,4
"5224",242,"spotfin butterflyfish","1",6,1,2
"5225",242,"redband parrotfish","1",10,1,2
"5226",242,"spotted goatfish","1",11,1,3
"5227",242,"striped parrotfish","1",12,1,3
"5228",242,"blue chromis","1",4,1,1
"5229",242,"bluehead wrasse","1",2,1,1
"5230",242,"bicolor damselfish","1",2,1,1
"5231",242,"brown chromis","1",4,1,1
"5232",242,"creole wrasse","1",2,1,1
"5233",242,"bicolor damselfish","1",2,1,1
"5234",242,"blue chromis","2",4.25,0.25,1
"5235",242,"bluehead wrasse","2",2.75,3.25,1
"5236",242,"bicolor damselfish","2",2.75,6.75,1
"5237",242,"brown chromis","2",4.75,0.5,1
"5238",242,"creole wrasse","2",2.5,8,1
"5239",242,"bicolor damselfish","2",2.5,3.25,1
"5240",242,"stoplight parrotfish","3",5,1,1
"5241",242,"spanish hogfish","3",11,1,3
"5242",242,"sharpnose puffer","3",4,1,1
"5243",242,"graysby","3",9,1,2
"5244",242,"porkfish","3",14,1,3
"5245",242,"blue hamlet","3",8,1,2
"5246",242,"striped parrotfish","3",13.5,1,3
"5247",242,"blue chromis","3",4.5,2.5,1
"5248",242,"bluehead wrasse","3",3.5,8.5,1
"5249",242,"bicolor damselfish","3",3.5,15.5,1
"5250",242,"brown chromis","3",5.5,3,2
"5251",242,"creole wrasse","3",3,18,1
"5252",242,"bicolor damselfish","3",3,8.5,1
"5253",242,"blue chromis","4",4.75,0.25,1
"5254",242,"bluehead wrasse","4",4.25,3.25,1
"5255",242,"bicolor damselfish","4",4.25,6.75,1
"5256",242,"brown chromis","4",6.25,0.5,2
"5257",242,"creole wrasse","4",3.5,8,1
"5258",242,"bicolor damselfish","4",3.5,3.25,1
"5259",242,"squirrelfish","5",18,1,4
"5260",242,"hogfish","5",23,1,5
"5261",242,"blue tang","5",11,1,3
"5262",242,"reef butterflyfish","5",6,1,2
"5263",242,"queen angelfish","5",22,1,5
"5264",242,"spotfin butterflyfish","5",6,1,2
"5265",242,"redband parrotfish","5",14,1,3
"5266",242,"spotted goatfish","5",13,1,3
"5267",242,"striped parrotfish","5",15,1,3
"5268",242,"blue chromis","5",5,1,1
"5269",242,"bluehead wrasse","5",5,1,1
"5270",242,"bicolor damselfish","5",5,1,1
"5271",242,"brown chromis","5",7,1,2
"5272",242,"creole wrasse","5",4,1,1
"5273",242,"bicolor damselfish","5",4,1,1
"5274",243,"reef butterflyfish","1",5,1,1
"5275",243,"banded butterflyfish","1",4,1,1
"5276",243,"porkfish","1",10,1,2
"5277",243,"blue angelfish","1",10,1,2
"5278",243,"yellowhead wrasse","1",3,1,1
"5279",243,"doctorfish","1",9,1,2
"5280",243,"blue tang","1",9,1,2
"5281",243,"bluehead wrasse","1",2,1,1
"5282",243,"ocean surgeonfish","1",9,1,2
"5283",243,"bar jack","1",20,1,4
"5284",243,"striped parrotfish","1",3,1,1
"5285",243,"tomtate","1",7,1,2
"5286",243,"blue tang","2",10,2,2
"5287",243,"bluehead wrasse","2",3.5,5.5,1
"5288",243,"ocean surgeonfish","2",9.75,1.25,2
"5289",243,"bar jack","2",20.75,0.25,5
"5290",243,"striped parrotfish","2",3.5,0.75,1
"5291",243,"tomtate","2",7.25,7,2
"5292",243,"graysby","3",9,1,2
"5293",243,"redband parrotfish","3",11,1,3
"5294",243,"rock beauty","3",6,1,2
"5295",243,"trumpetfish","3",28,1,5
"5296",243,"hogfish","3",19,1,4
"5297",243,"doctorfish","3",10,2,2
"5298",243,"blue tang","3",11,6,3
"5299",243,"bluehead wrasse","3",5,13,1
"5300",243,"ocean surgeonfish","3",10.5,4.5,3
"5301",243,"bar jack","3",21.5,2.5,5
"5302",243,"striped parrotfish","3",4,3.5,1
"5303",243,"tomtate","3",7.5,16,2
"5304",243,"blue tang","4",12,2,3
"5305",243,"bluehead wrasse","4",6.5,5.5,2
"5306",243,"ocean surgeonfish","4",11.25,1.25,3
"5307",243,"bar jack","4",22.25,0.25,5
"5308",243,"striped parrotfish","4",4.5,0.75,1
"5309",243,"tomtate","4",7.75,7,2
"5310",243,"reef butterflyfish","5",6,1,2
"5311",243,"banded butterflyfish","5",5,1,1
"5312",243,"porkfish","5",12,1,3
"5313",243,"blue angelfish","5",15,1,3
"5314",243,"yellowhead wrasse","5",4,1,1
"5315",243,"doctorfish","5",11,1,3
"5316",243,"blue tang","5",13,1,3
"5317",243,"bluehead wrasse","5",8,1,2
"5318",243,"ocean surgeonfish","5",12,1,3
"5319",243,"bar jack","5",23,1,5
"5320",243,"striped parrotfish","5",5,1,1
"5321",243,"tomtate","5",8,1,2
"5322",244,"brown chromis","1",6,1,2
"5323",244,"yellowhead wrasse","1",4,1,1
"5324",244,"squirrelfish","1",20,1,4
"5325",244,"doctorfish","1",8,1,2
"5326",244,"white grunt","1",10,1,2
"5327",244,"striped parrotfish","1",4,1,1
"5328",244,"sharpnose puffer","1",3,1,1
"5329",244,"bluehead wrasse","1",4,1,1
"5330",244,"bicolor damselfish","1",2,1,1
"5331",244,"yellowtail damselfish","1",5,1,1
"5332",244,"bluehead wrasse","2",5,3.5,1
"5333",244,"bicolor damselfish","2",2.75,18,1
"5334",244,"yellowtail damselfish","2",5.5,0.25,2
"5335",244,"blue tang","3",10,1,2
"5336",244,"rock beauty","3",8,1,2
"5337",244,"spanish hogfish","3",7,1,2
"5338",244,"graysby","3",15,1,3
"5339",244,"rock beauty","3",9,1,2
"5340",244,"doctorfish","3",9,1,2
"5341",244,"white grunt","3",11,1,3
"5342",244,"striped parrotfish","3",6,1,2
"5343",244,"sharpnose puffer","3",3.5,1,1
"5344",244,"bluehead wrasse","3",6,9,2
"5345",244,"bicolor damselfish","3",3.5,38,1
"5346",244,"yellowtail damselfish","3",6,2.5,2
"5347",244,"bluehead wrasse","4",7,3.5,2
"5348",244,"bicolor damselfish","4",4.25,18,1
"5349",244,"yellowtail damselfish","4",6.5,0.25,2
"5350",244,"brown chromis","5",6,1,2
"5351",244,"yellowhead wrasse","5",9,1,2
"5352",244,"squirrelfish","5",23,1,5
"5353",244,"doctorfish","5",10,1,2
"5354",244,"white grunt","5",12,1,3
"5355",244,"striped parrotfish","5",8,1,2
"5356",244,"sharpnose puffer","5",4,1,1
"5357",244,"bluehead wrasse","5",8,1,2
"5358",244,"bicolor damselfish","5",5,1,1
"5359",244,"yellowtail damselfish","5",7,1,2
"5360",245,"foureye butterflyfish","1",4,1,1
"5361",245,"princess parrotfish","1",20,1,4
"5362",245,"spotfin butterflyfish","1",4,1,1
"5363",245,"yellowhead wrasse","1",6,1,2
"5364",245,"blue chromis","1",4,1,1
"5365",245,"doctorfish","1",5,1,1
"5366",245,"bicolor damselfish","1",2,1,1
"5367",245,"striped parrotfish","1",10,1,2
"5368",245,"bluehead wrasse","1",2,1.36,1
"5369",245,"bicolor damselfish","2",2.5,3,1
"5370",245,"striped parrotfish","2",10.75,1.25,3
"5371",245,"bluehead wrasse","2",3.5,32.64,1
"5372",245,"graysby","3",8,1,2
"5373",245,"smooth trunkfish","3",11,1,3
"5374",245,"spotted goatfish","3",13,1,3
"5375",245,"redband parrotfish","3",14,1,3
"5376",245,"barracuda","3",56,1,6
"5377",245,"butter hamlet","3",7,1,2
"5378",245,"queen angelfish","3",21,1,5
"5379",245,"yellowtail snapper","3",10,1,2
"5380",245,"spanish hogfish","3",8,1,2
"5381",245,"yellowhead wrasse","3",7.5,1,2
"5382",245,"blue chromis","3",5,1,1
"5383",245,"doctorfish","3",6,2,2
"5384",245,"bicolor damselfish","3",3,8,1
"5385",245,"striped parrotfish","3",11.5,4.5,3
"5386",245,"bluehead wrasse","3",5,68,1
"5387",245,"bicolor damselfish","4",3.5,3,1
"5388",245,"striped parrotfish","4",12.25,1.25,3
"5389",245,"bluehead wrasse","4",6.5,32.64,2
"5390",245,"foureye butterflyfish","5",6,1,2
"5391",245,"princess parrotfish","5",22,1,5
"5392",245,"spotfin butterflyfish","5",5,1,1
"5393",245,"yellowhead wrasse","5",9,1,2
"5394",245,"blue chromis","5",6,1,2
"5395",245,"doctorfish","5",7,1,2
"5396",245,"bicolor damselfish","5",4,1,1
"5397",245,"striped parrotfish","5",13,1,3
"5398",245,"bluehead wrasse","5",8,1.36,2
"5399",246,"gray angelfish","1",20,1,4
"5400",246,"blue tang","1",4,1,1
"5401",246,"hogfish","1",9,1,2
"5402",246,"bar jack","1",9,1,2
"5403",246,"sergeant major","1",4,1,1
"5404",246,"bluestriped grunt","1",9,1,2
"5405",246,"lane snapper","1",8,1,2
"5406",246,"yellowtail snapper","1",10,1,2
"5407",246,"stoplight parrotfish","1",3,1,1
"5408",246,"smallmouth grunt","1",9,1,2
"5409",246,"white grunt","1",9,1,2
"5410",246,"bluehead wrasse","1",4,1,1
"5411",246,"striped parrotfish","1",3,1,1
"5412",246,"gray snapper","1",15,1,3
"5413",246,"hogfish","2",15,0.25,3
"5414",246,"bar jack","2",11.75,9.75,3
"5415",246,"sergeant major","2",5,6.5,1
"5416",246,"bluestriped grunt","2",13.5,6,3
"5417",246,"lane snapper","2",9.25,1.25,2
"5418",246,"yellowtail snapper","2",11.25,2,3
