"","session","species","size_bin","SVC_abundance"
"2265",207,"trumpetfish",5,1
"2266",207,"black grouper",6,1
"2267",207,"ocean surgeonfish",3,3
"2268",207,"redband parrotfish",3,5
"2269",207,"bicolor damselfish",2,18.5
"2270",207,"bluehead wrasse",2,6
"2271",207,"white grunt",5,6.75
"2272",207,"redband parrotfish",4,1.5
"2273",207,"creole wrasse",3,5
"2274",207,"striped parrotfish",4,1
"2275",207,"porkfish",6,1
"2276",207,"bluehead wrasse",3,1
"2277",207,"redband parrotfish",5,1
"2278",207,"french grunt",4,1
"2279",208,"reef butterflyfish",2,2
"2280",208,"foureye butterflyfish",2,2
"2281",208,"redband parrotfish",4,1
"2282",208,"barracuda",6,2
"2283",208,"sharpnose puffer",1,3
"2284",208,"ocean surgeonfish",2,1
"2285",208,"bluehead wrasse",1,12
"2286",208,"bicolor damselfish",1,29
"2287",208,"yellowhead wrasse",1,5.25
"2288",208,"ocean surgeonfish",3,4
"2289",208,"blue chromis",2,1
"2290",208,"spotted goatfish",3,1
"2291",208,"smooth trunkfish",3,1
"2292",208,"rock beauty",3,1
"2293",208,"blue tang",4,1
"2294",208,"striped parrotfish",4,1
"2295",208,"harlequin bass",2,1
"2296",208,"clown wrasse",3,1
"2297",208,"white grunt",4,1
"2298",208,"stoplight parrotfish",6,1
"2299",208,"greenblotch parrotfish",1,1
"2300",208,"butter hamlet",2,1
"2301",208,"bluehead wrasse",2,3
"2302",208,"yellowhead wrasse",2,0.75
"2303",208,"redband parrotfish",5,1
"2304",208,"bluehead wrasse",3,1
"2305",208,"bicolor damselfish",2,1
"2306",208,"yellowhead wrasse",3,1
"2307",209,"harlequin bass",2,2
"2308",209,"blue chromis",2,2
"2309",209,"blue tang",3,1
"2310",209,"spotfin butterflyfish",2,2
"2311",209,"slender filefish",1,1
"2312",209,"foureye butterflyfish",2,3
"2313",209,"yellowhead wrasse",1,3
"2314",209,"bicolor damselfish",1,18.75
"2315",209,"bluehead wrasse",1,27.75
"2316",209,"redband parrotfish",1,10.5
"2317",209,"creole wrasse",2,1
"2318",209,"brown chromis",1,3
"2319",209,"creole wrasse",3,29
"2320",209,"ocean surgeonfish",4,1
"2321",209,"striped parrotfish",2,1
"2322",209,"clown wrasse",2,1
"2323",209,"queen parrotfish",6,1
"2324",209,"spotted goatfish",3,1
"2325",209,"princess parrotfish",3,1
"2326",209,"french grunt",4,1
"2327",209,"sharpnose puffer",1,1
"2328",209,"smooth trunkfish",4,1
"2329",209,"barracuda",6,1
"2330",209,"butter hamlet",2,1
"2331",209,"greenblotch parrotfish",2,1
"2332",209,"coney",5,1
"2333",209,"rock beauty",2,1
"2334",209,"reef butterflyfish",2,1
"2335",209,"redtail parrotfish",6,1
"2336",209,"yellowhead wrasse",2,6
"2337",209,"brown chromis",2,9
"2338",209,"yellowhead wrasse",3,3
"2339",209,"bicolor damselfish",2,6.25
"2340",209,"bluehead wrasse",2,8.25
"2341",209,"redband parrotfish",4,2.5
"2342",209,"creole wrasse",4,10
"2343",209,"blue tang",4,1
"2344",209,"slender filefish",2,1
"2345",209,"bluehead wrasse",3,1
"2346",209,"redband parrotfish",5,1
"2347",210,"hogfish",3,1
"2348",210,"red grouper",3,1
"2349",210,"lionfish",3,1
"2350",210,"queen angelfish",1,1
"2351",210,"dusky damselfish",1,2
"2352",210,"cocoa damselfish",2,2
"2353",210,"gray triggerfish",4,1
"2354",210,"yellowtail snapper",3,3
"2355",210,"redband parrotfish",1,3
"2356",210,"sergeant major",2,3
"2357",210,"gray snapper",4,12
"2358",210,"bluestriped grunt",4,1
"2359",210,"white grunt",3,1
"2360",210,"bluehead wrasse",1,3.5
"2361",210,"striped parrotfish",1,7
"2362",210,"tomtate",1,60
"2363",210,"bluestriped grunt",5,20
"2364",210,"white grunt",4,3
"2365",210,"blue tang",3,1
"2366",210,"stoplight parrotfish",2,1
"2367",210,"doctorfish",3,1
"2368",210,"porkfish",5,1
"2369",210,"gray triggerfish",5,2
"2370",210,"white grunt",5,12
"2371",210,"bluehead wrasse",2,9.5
"2372",210,"gray snapper",5,4
"2373",210,"hogfish",5,1
"2374",210,"red grouper",6,1
"2375",210,"lionfish",5,1
"2376",210,"queen angelfish",4,1
"2377",210,"bluehead wrasse",3,1
"2378",211,"bluehead wrasse",1,1
"2379",211,"striped parrotfish",2,2
"2380",211,"stoplight parrotfish",1,1
"2381",211,"bluestriped grunt",2,1
"2382",211,"white grunt",2,30
"2383",211,"gray snapper",4,1
"2384",211,"tomtate",2,30
"2385",211,"sergeant major",1,9
"2386",211,"french grunt",2,12
"2387",211,"smallmouth grunt",2,18.75
"2388",211,"cottonwick",2,8
"2389",211,"bluestriped grunt",4,13.5
"2390",211,"gray snapper",5,5
"2391",211,"puddingwife",1,1
"2392",211,"blue tang",3,1
"2393",211,"doctorfish",2,1
"2394",211,"hogfish",6,1
"2395",211,"gray angelfish",5,1
"2396",211,"yellowtail snapper",2,1
"2397",211,"spanish hogfish",5,1
"2398",211,"cocoa damselfish",2,1
"2399",211,"stoplight parrotfish",2,3
"2400",211,"bluestriped grunt",5,43.5
"2401",211,"sergeant major",2,27
"2402",211,"white grunt",3,10
"2403",211,"tomtate",3,10
"2404",211,"smallmouth grunt",3,6.25
"2405",211,"bluehead wrasse",2,1
"2406",212,"stoplight parrotfish",1,2
"2407",212,"bicolor damselfish",1,2
"2408",212,"sergeant major",1,2
"2409",212,"cocoa damselfish",1,1
"2410",212,"yellowtail snapper",4,3
"2411",212,"striped parrotfish",1,4.5
"2412",212,"white grunt",3,11.25
"2413",212,"queen angelfish",2,1
"2414",212,"gray snapper",6,1
"2415",212,"blue angelfish",2,1
"2416",212,"foureye butterflyfish",2,1
"2417",212,"bluehead wrasse",3,1
"2418",212,"blue parrotfish",6,1
"2419",212,"sharpnose puffer",2,1
"2420",212,"red grouper",6,1
"2421",212,"blue tang",2,1
"2422",212,"redband parrotfish",1,1
"2423",212,"cocoa damselfish",2,2
"2424",212,"striped parrotfish",2,0.5
"2425",212,"white grunt",4,2.75
"2426",212,"sergeant major",2,1
"2427",212,"striped parrotfish",3,1
"2428",212,"white grunt",5,1
"2429",213,"cocoa damselfish",1,1
"2430",213,"blue parrotfish",2,1
"2431",213,"yellowtail snapper",3,2
"2432",213,"neon goby",1,2
"2433",213,"roughhead blenny",1,2
"2434",213,"bluestriped grunt",3,3
"2435",213,"gray snapper",3,1
"2436",213,"white grunt",2,1
"2437",213,"striped parrotfish",1,8.25
"2438",213,"yellow jack",5,30
"2439",213,"gray snapper",4,12.5
"2440",213,"white grunt",3,25.25
"2441",213,"sergeant major",1,1
"2442",213,"blue tang",3,1
"2443",213,"queen angelfish",3,1
"2444",213,"foureye butterflyfish",1,1
"2445",213,"blue angelfish",5,1
"2446",213,"gray angelfish",5,1
"2447",213,"hogfish",5,1
"2448",213,"stoplight parrotfish",6,1
"2449",213,"yellowhead wrasse",3,1
"2450",213,"gray snapper",5,3.5
"2451",213,"white grunt",4,8.75
"2452",213,"striped parrotfish",2,2.75
"2453",213,"yellow jack",6,10
"2454",213,"cocoa damselfish",2,1
"2455",213,"blue parrotfish",6,1
"2456",213,"bluestriped grunt",4,1
"2457",213,"gray snapper",6,1
"2458",214,"hogfish",4,1
"2459",214,"foureye butterflyfish",1,2
"2460",214,"porkfish",5,1
"2461",214,"bluestriped grunt",4,2
"2462",214,"yellow jack",5,2
"2463",214,"red grouper",6,2
"2464",214,"gray snapper",4,2
"2465",214,"white grunt",2,3.75
"2466",214,"french angelfish",3,1
"2467",214,"cocoa damselfish",2,1
"2468",214,"blue angelfish",5,1
"2469",214,"gray angelfish",5,1
"2470",214,"queen angelfish",3,1
"2471",214,"redband parrotfish",2,1
"2472",214,"yellowtail snapper",5,1
"2473",214,"black grouper",5,1
"2474",214,"blue tang",3,1
"2475",214,"striped parrotfish",1,1
"2476",214,"doctorfish",2,1
"2477",214,"spotfin butterflyfish",2,1
"2478",214,"saucereye porgy",4,1
"2479",214,"stoplight parrotfish",1,1
"2480",214,"butter hamlet",2,1
"2481",214,"white grunt",3,1.25
"2482",214,"hogfish",6,1
"2483",214,"porkfish",6,1
"2484",214,"gray snapper",5,1
"2485",215,"sharpnose puffer",1,1
"2486",215,"spotfin butterflyfish",4,2
"2487",215,"spotted goatfish",5,2
"2488",215,"doctorfish",5,2
"2489",215,"foureye butterflyfish",2,2
"2490",215,"rock beauty",3,1
"2491",215,"redtail parrotfish",6,2
"2492",215,"ocean surgeonfish",3,3
"2493",215,"creole wrasse",1,3
"2494",215,"bicolor damselfish",1,39.75
"2495",215,"bluehead wrasse",1,1
"2496",215,"redband parrotfish",1,1.5
"2497",215,"greenblotch parrotfish",1,5.25
"2498",215,"yellowhead wrasse",1,1.5
"2499",215,"blue chromis",2,8
"2500",215,"bluelip parrotfish",1,6.75
"2501",215,"bluehead wrasse",2,43
"2502",215,"clown wrasse",2,1
"2503",215,"stoplight parrotfish",6,1
"2504",215,"bandtail puffer",3,1
"2505",215,"blue tang",3,1
"2506",215,"squirrelfish",6,1
"2507",215,"slender filefish",2,1
"2508",215,"striped parrotfish",3,1
"2509",215,"cero",6,1
"2510",215,"blue parrotfish",6,1
"2511",215,"gray angelfish",5,1
"2512",215,"coney",5,1
"2513",215,"blue angelfish",6,1
"2514",215,"graysby",3,1
"2515",215,"rainbow parrotfish",6,1
"2516",215,"redband parrotfish",2,3
"2517",215,"yellowhead wrasse",2,3.5
"2518",215,"bicolor damselfish",2,13.25
"2519",215,"redband parrotfish",4,0.5
"2520",215,"greenblotch parrotfish",2,1.75
"2521",215,"bluelip parrotfish",2,2.25
"2522",215,"sharpnose puffer",2,1
"2523",215,"rock beauty",4,1
"2524",215,"ocean surgeonfish",4,1
"2525",215,"creole wrasse",2,1
"2526",215,"bluehead wrasse",3,1
"2527",215,"redband parrotfish",5,1
"2528",215,"yellowhead wrasse",3,1
"2529",216,"white grunt",4,1
"2530",216,"sharpnose puffer",1,1
"2531",216,"redband parrotfish",1,1
"2532",216,"ocean surgeonfish",3,1
"2533",216,"reef butterflyfish",2,2
"2534",216,"bluehead wrasse",1,1
"2535",216,"french angelfish",5,1
"2536",216,"gray angelfish",5,1
"2537",216,"striped parrotfish",2,1
"2538",216,"yellowhead wrasse",2,4
"2539",216,"blue chromis",2,4
"2540",216,"creole wrasse",2,42
"2541",216,"bicolor damselfish",1,13.5
"2542",216,"masked goby",1,21
"2543",216,"brown chromis",2,6
"2544",216,"graysby",3,1
"2545",216,"french grunt",3,1
"2546",216,"cocoa damselfish",2,1
"2547",216,"butter hamlet",2,1
"2548",216,"rock beauty",3,1
"2549",216,"yellowtail snapper",4,1
"2550",216,"mutton snapper",6,1
"2551",216,"princess parrotfish",5,1
"2552",216,"midnight parrotfish",6,1
"2553",216,"blue tang",3,1
"2554",216,"trumpetfish",5,1
"2555",216,"harlequin bass",2,1
"2556",216,"spotted goatfish",3,1
"2557",216,"striped parrotfish",4,2
"2558",216,"creole wrasse",3,14
"2559",216,"bicolor damselfish",2,4.5
"2560",216,"white grunt",5,1
"2561",216,"sharpnose puffer",2,1
"2562",216,"redband parrotfish",2,1
"2563",216,"ocean surgeonfish",4,1
"2564",216,"bluehead wrasse",2,1
"2565",216,"french angelfish",6,1
"2566",216,"gray angelfish",6,1
"2567",217,"hogfish",3,1
"2568",217,"gag grouper",5,1
"2569",217,"beaugregory",1,1
"2570",217,"atlantic spadefish",5,3
"2571",217,"gray angelfish",4,1
"2572",217,"sharpnose puffer",1,1
"2573",217,"blue tang",1,1
"2574",217,"lane snapper",2,1
"2575",217,"striped parrotfish",1,11.25
"2576",217,"stoplight parrotfish",1,1
"2577",217,"yellowtail snapper",2,1
"2578",217,"french grunt",2,18.75
"2579",217,"redband parrotfish",1,1
"2580",217,"gray snapper",5,8
"2581",217,"princess parrotfish",2,1
"2582",217,"bluestriped grunt",2,1
"2583",217,"white grunt",2,75
"2584",217,"tomtate",2,10
"2585",217,"blue tang",2,5
"2586",217,"lane snapper",3,9
"2587",217,"stoplight parrotfish",2,7.25
"2588",217,"yellowtail snapper",3,20
"2589",217,"redband parrotfish",2,5
"2590",217,"princess parrotfish",3,5
"2591",217,"bluestriped grunt",3,74
"2592",217,"tomtate",3,740
"2593",217,"townsend angelfish",5,1
"2594",217,"black grouper",5,1
"2595",217,"ocean surgeonfish",4,1
"2596",217,"beaugregory",2,2
"2597",217,"gray angelfish",2,2
"2598",217,"sharpnose puffer",2,3
"2599",217,"white grunt",3,150
"2600",217,"blue tang",3,2
"2601",217,"striped parrotfish",2,2.75
"2602",217,"stoplight parrotfish",3,1.75
"2603",217,"french grunt",3,6.25
"2604",217,"redband parrotfish",3,1
"2605",217,"bluestriped grunt",4,25
"2606",217,"white grunt",4,72
"2607",217,"tomtate",4,250
"2608",217,"hogfish",5,1
"2609",217,"gag grouper",6,1
"2610",217,"gray angelfish",5,1
"2611",217,"striped parrotfish",3,1
"2612",217,"stoplight parrotfish",4,1
"2613",217,"redband parrotfish",4,1
"2614",217,"white grunt",5,3
"2615",218,"neon goby",1,2
"2616",218,"bar jack",5,2
"2617",218,"gray angelfish",5,2
"2618",218,"blue tang",1,1
"2619",218,"spotted goatfish",2,2
"2620",218,"cocoa damselfish",2,3
"2621",218,"porkfish",3,1
"2622",218,"ocean surgeonfish",3,3
"2623",218,"striped parrotfish",1,1
"2624",218,"hogfish",4,1
"2625",218,"yellowtail snapper",2,4.5
"2626",218,"french grunt",2,18
"2627",218,"tomtate",1,300
"2628",218,"white grunt",1,1.5
"2629",218,"hogfish",5,5
"2630",218,"white grunt",2,111
"2631",218,"rainbow parrotfish",6,1
"2632",218,"stoplight parrotfish",5,1
"2633",218,"sharpnose puffer",1,1
"2634",218,"slippery dick",3,1
"2635",218,"lane snapper",3,1
"2636",218,"cottonwick",2,1
"2637",218,"porkfish",4,1
"2638",218,"striped parrotfish",2,3
"2639",218,"yellowtail snapper",4,0.5
"2640",218,"french grunt",3,6
"2641",218,"tomtate",2,96
"2642",218,"white grunt",3,36
"2643",218,"blue tang",2,1
"2644",218,"porkfish",5,1
"2645",218,"ocean surgeonfish",4,1
"2646",218,"yellowtail snapper",5,1
"2647",218,"tomtate",3,4
"2648",218,"white grunt",4,1.5
"2649",219,"blue tang",1,1
"2650",219,"doctorfish",2,1
"2651",219,"cocoa damselfish",2,1
"2652",219,"sharpnose puffer",1,1
"2653",219,"slippery dick",2,2
"2654",219,"redband parrotfish",2,1
"2655",219,"bluehead wrasse",1,4
"2656",219,"bluestriped grunt",2,1
"2657",219,"stoplight parrotfish",1,1
"2658",219,"french grunt",2,6
"2659",219,"striped parrotfish",1,1
"2660",219,"yellowtail snapper",2,1
"2661",219,"white grunt",1,1.75
"2662",219,"tomtate",1,2
"2663",219,"bluestriped grunt",3,2
"2664",219,"stoplight parrotfish",2,0.75
"2665",219,"striped parrotfish",2,7
"2666",219,"yellowtail snapper",3,12
"2667",219,"white grunt",2,129.5
"2668",219,"tomtate",2,148
"2669",219,"princess parrotfish",3,1
"2670",219,"redband parrotfish",3,2
"2671",219,"bluestriped grunt",4,6
"2672",219,"stoplight parrotfish",3,3.5
"2673",219,"bluestriped grunt",5,3
"2674",219,"stoplight parrotfish",4,1.75
"2675",219,"french grunt",3,2
"2676",219,"white grunt",4,42
"2677",219,"tomtate",3,50
"2678",219,"blue tang",3,1
"2679",219,"doctorfish",3,1
"2680",219,"cocoa damselfish",3,1
"2681",219,"sharpnose puffer",2,1
"2682",219,"slippery dick",3,1
"2683",219,"redband parrotfish",4,1
"2684",219,"yellowtail snapper",4,1
"2685",219,"white grunt",5,1.75
"2686",220,"saucereye porgy",5,2
"2687",220,"cocoa damselfish",2,2
"2688",220,"reef butterflyfish",2,2
"2689",220,"sharpnose puffer",1,1
"2690",220,"rock beauty",3,3
"2691",220,"white grunt",5,3
"2692",220,"harlequin bass",2,3
"2693",220,"bluehead wrasse",1,5.25
"2694",220,"bicolor damselfish",1,6
"2695",220,"yellowhead wrasse",1,3.75
"2696",220,"blue chromis",2,6
"2697",220,"ocean surgeonfish",3,9
"2698",220,"redband parrotfish",1,1
"2699",220,"blue tang",3,6
"2700",220,"striped parrotfish",1,2.75
"2701",220,"stoplight parrotfish",4,1
"2702",220,"redband parrotfish",2,2.5
"2703",220,"stoplight parrotfish",5,4
"2704",220,"barred hamlet",2,1
"2705",220,"redtail parrotfish",5,1
"2706",220,"smooth trunkfish",4,1
"2707",220,"hogfish",5,1
"2708",220,"sharpnose puffer",2,2
"2709",220,"bluehead wrasse",2,15.75
"2710",220,"yellowhead wrasse",2,10.25
"2711",220,"redband parrotfish",3,7
"2712",220,"striped parrotfish",2,7.25
"2713",220,"bicolor damselfish",2,2
"2714",220,"redband parrotfish",4,2.5
"2715",220,"yellowhead wrasse",3,1
"2716",220,"redband parrotfish",5,1
"2717",220,"blue tang",4,1
"2718",220,"striped parrotfish",3,1
"2719",221,"spotfin butterflyfish",2,2
"2720",221,"queen angelfish",4,1
"2721",221,"princess parrotfish",5,2
"2722",221,"rock beauty",3,2
"2723",221,"sharpnose puffer",1,1
"2724",221,"butter hamlet",2,2
"2725",221,"french angelfish",4,1
"2726",221,"bicolor damselfish",1,57
"2727",221,"bluehead wrasse",1,4.25
"2728",221,"blue chromis",2,11
"2729",221,"redband parrotfish",1,1
"2730",221,"ocean surgeonfish",2,4
"2731",221,"masked goby",1,14
"2732",221,"yellowhead wrasse",2,5.5
"2733",221,"striped parrotfish",1,1
"2734",221,"redband parrotfish",2,2.25
"2735",221,"yellowhead wrasse",1,15.5
"2736",221,"striped parrotfish",2,7
"2737",221,"graysby",3,1
"2738",221,"french angelfish",5,2
"2739",221,"bluehead wrasse",2,12.75
"2740",221,"redband parrotfish",3,6.5
"2741",221,"ocean surgeonfish",1,5
"2742",221,"bicolor damselfish",2,19
"2743",221,"redband parrotfish",4,2.25
"2744",221,"queen angelfish",5,1
"2745",221,"sharpnose puffer",2,1
"2746",221,"redband parrotfish",5,1
"2747",221,"ocean surgeonfish",3,1
"2748",221,"yellowhead wrasse",3,1
"2749",222,"harlequin bass",3,2
"2750",222,"reef butterflyfish",2,2
"2751",222,"mutton snapper",6,2
"2752",222,"scrawled filefish",6,2
"2753",222,"spotfin butterflyfish",2,2
"2754",222,"blue tang",2,2
"2755",222,"cocoa damselfish",2,3
"2756",222,"princess parrotfish",3,1
"2757",222,"greenblotch parrotfish",1,2
"2758",222,"white grunt",3,3
"2759",222,"slippery dick",2,3
"2760",222,"foureye butterflyfish",2,4
"2761",222,"bluehead wrasse",1,1
"2762",222,"bicolor damselfish",1,32.25
"2763",222,"redband parrotfish",1,1
"2764",222,"blue chromis",2,11
"2765",222,"striped parrotfish",1,1
"2766",222,"yellowhead wrasse",1,9
"2767",222,"ocean surgeonfish",3,6
"2768",222,"bar jack",5,8
"2769",222,"bluehead wrasse",2,24
"2770",222,"redband parrotfish",2,2
"2771",222,"striped parrotfish",2,9.5
"2772",222,"sharpnose puffer",2,1
"2773",222,"florida barred hamlet",2,1
"2774",222,"queen angelfish",5,1
"2775",222,"graysby",3,1
"2776",222,"princess parrotfish",4,2
"2777",222,"redband parrotfish",3,6
"2778",222,"bicolor damselfish",2,10.75
"2779",222,"redband parrotfish",4,2
"2780",222,"striped parrotfish",3,2.5
"2781",222,"yellowhead wrasse",2,3
"2782",222,"ocean surgeonfish",4,2
"2783",222,"blue tang",3,1
"2784",222,"greenblotch parrotfish",2,1
"2785",222,"bluehead wrasse",3,1
"2786",222,"redband parrotfish",5,1
"2787",222,"striped parrotfish",4,1
"2788",223,"sharpnose puffer",1,2
"2789",223,"mutton snapper",6,2
"2790",223,"scrawled filefish",6,2
"2791",223,"reef butterflyfish",2,2
"2792",223,"blue tang",2,1
"2793",223,"princess parrotfish",3,2
"2794",223,"blue parrotfish",6,3
"2795",223,"ocean surgeonfish",3,3
"2796",223,"bluehead wrasse",1,18.75
"2797",223,"bicolor damselfish",1,27.75
"2798",223,"striped parrotfish",1,1
"2799",223,"graysby",2,1
"2800",223,"harlequin bass",2,5
"2801",223,"yellowhead wrasse",1,14.25
"2802",223,"redband parrotfish",2,2.5
"2803",223,"blue chromis",1,1
"2804",223,"brown chromis",1,1
"2805",223,"striped parrotfish",2,8
"2806",223,"graysby",3,0.25
"2807",223,"blue chromis",2,17
"2808",223,"brown chromis",2,11
"2809",223,"queen angelfish",5,1
"2810",223,"stoplight parrotfish",5,1
"2811",223,"black hamlet",3,1
"2812",223,"smooth trunkfish",4,1
"2813",223,"scrawled cowfish",5,1
"2814",223,"blue tang",3,2
"2815",223,"graysby",4,2.75
"2816",223,"redband parrotfish",3,5
"2817",223,"bluehead wrasse",2,6.25
"2818",223,"bicolor damselfish",2,9.25
"2819",223,"yellowhead wrasse",2,3.75
"2820",223,"redband parrotfish",4,1.5
"2821",223,"princess parrotfish",4,1
"2822",223,"ocean surgeonfish",4,1
"2823",223,"graysby",5,1
"2824",223,"yellowhead wrasse",3,1
"2825",223,"redband parrotfish",5,1
"2826",223,"brown chromis",3,1
"2827",224,"french grunt",2,1
"2828",224,"blue tang",3,2
"2829",224,"redband parrotfish",2,2
"2830",224,"stoplight parrotfish",1,1
"2831",224,"sergeant major",1,3.75
"2832",224,"yellowtail snapper",2,5.5
"2833",224,"gray snapper",4,1
"2834",224,"white grunt",2,3.75
"2835",224,"striped parrotfish",1,11.25
"2836",224,"gray snapper",5,5
"2837",224,"bluehead wrasse",1,1
"2838",224,"red grouper",5,1
"2839",224,"midnight parrotfish",6,1
"2840",224,"mahogany snapper",4,1
"2841",224,"porcupinefish",6,1
"2842",224,"stoplight parrotfish",2,2
"2843",224,"yellowtail snapper",3,11
"2844",224,"white grunt",3,10.25
"2845",224,"sergeant major",2,1.25
"2846",224,"yellowtail snapper",4,4.5
"2847",224,"striped parrotfish",2,3.75
"2848",224,"french grunt",3,1
"2849",224,"redband parrotfish",3,1
"2850",224,"stoplight parrotfish",5,1
"2851",224,"yellowtail snapper",5,1
"2852",224,"white grunt",4,1
"2853",225,"redband parrotfish",2,1
"2854",225,"bluehead wrasse",2,2
"2855",225,"hogfish",5,2
"2856",225,"neon goby",1,3
"2857",225,"yellowtail snapper",3,1
"2858",225,"bluestriped grunt",4,13.5
"2859",225,"french grunt",2,9
"2860",225,"tomtate",1,1
"2861",225,"striped parrotfish",1,8.25
"2862",225,"white grunt",1,1
"2863",225,"yellowtail snapper",4,3.5
"2864",225,"tomtate",2,6
"2865",225,"white grunt",2,66.5
"2866",225,"sharpnose puffer",2,1
"2867",225,"queen angelfish",2,1
"2868",225,"cocoa damselfish",2,1
"2869",225,"foureye butterflyfish",1,1
"2870",225,"lionfish",5,1
"2871",225,"doctorfish",3,1
"2872",225,"yellowtail snapper",5,1.5
"2873",225,"bluestriped grunt",5,4.5
"2874",225,"striped parrotfish",2,2.75
"2875",225,"white grunt",3,21.5
"2876",225,"redband parrotfish",3,1
"2877",225,"hogfish",6,1
"2878",225,"french grunt",3,1
"2879",225,"white grunt",4,1
"2880",226,"slippery dick",2,2
"2881",226,"seabream",4,2
"2882",226,"threespot damselfish",1,1
"2883",226,"ocean surgeonfish",2,1
"2884",226,"bluestriped grunt",3,2
"2885",226,"blue tang",2,1
"2886",226,"white grunt",2,1
"2887",226,"stoplight parrotfish",1,1
"2888",226,"redband parrotfish",1,1
"2889",226,"striped parrotfish",1,2.75
"2890",226,"white grunt",3,11.75
"2891",226,"stoplight parrotfish",2,2.75
"2892",226,"redband parrotfish",2,4.25
"2893",226,"butter hamlet",2,1
"2894",226,"highhat",3,1
"2895",226,"bluehead wrasse",2,1
"2896",226,"rainbow parrotfish",5,1
"2897",226,"threespot damselfish",2,2
"2898",226,"ocean surgeonfish",3,2
"2899",226,"blue tang",3,3
"2900",226,"striped parrotfish",2,8.25
"2901",226,"white grunt",4,3.25
"2902",226,"stoplight parrotfish",3,1.25
"2903",226,"redband parrotfish",3,1.75
"2904",226,"bluestriped grunt",4,1
"2905",226,"white grunt",5,1
"2906",227,"yellowtail snapper",5,2
"2907",227,"greenblotch parrotfish",1,1
"2908",227,"butter hamlet",2,2
"2909",227,"white grunt",5,2
"2910",227,"sharpnose puffer",1,2
"2911",227,"blue chromis",2,2
"2912",227,"bluehead wrasse",1,1
"2913",227,"striped parrotfish",1,5.25
"2914",227,"bicolor damselfish",1,7
"2915",227,"yellowhead wrasse",1,1
"2916",227,"ocean surgeonfish",3,1
"2917",227,"redband parrotfish",1,1
"2918",227,"masked goby",1,23
"2919",227,"bluehead wrasse",2,32
"2920",227,"yellowhead wrasse",2,5
"2921",227,"ocean surgeonfish",4,5
"2922",227,"redband parrotfish",2,2
"2923",227,"mutton snapper",6,1
"2924",227,"smooth trunkfish",5,1
"2925",227,"harlequin bass",2,1
"2926",227,"clown wrasse",2,1
"2927",227,"striped parrotfish",2,15.75
"2928",227,"bicolor damselfish",2,21
"2929",227,"redband parrotfish",3,6
"2930",227,"yellowhead wrasse",3,2
"2931",227,"redband parrotfish",4,3
"2932",227,"greenblotch parrotfish",2,1
"2933",227,"bluehead wrasse",3,1
"2934",228,"yellowtail snapper",5,2
"2935",228,"ocean surgeonfish",3,2
"2936",228,"yellowhead wrasse",1,1
"2937",228,"clown wrasse",2,3
"2938",228,"bluehead wrasse",1,1
"2939",228,"striped parrotfish",1,1
"2940",228,"bicolor damselfish",1,3.75
"2941",228,"redband parrotfish",1,1
"2942",228,"bar jack",5,10
"2943",228,"bluehead wrasse",2,8
"2944",228,"striped parrotfish",2,2.25
"2945",228,"redband parrotfish",2,0.5
"2946",228,"black hamlet",3,1
"2947",228,"blue chromis",2,1
"2948",228,"harlequin bass",2,1
"2949",228,"gray angelfish",5,1
"2950",228,"graysby",3,1
"2951",228,"sharpnose puffer",1,1
"2952",228,"foureye butterflyfish",2,1
"2953",228,"yellowhead wrasse",2,2
"2954",228,"striped parrotfish",3,8.75
"2955",228,"bicolor damselfish",2,11.25
"2956",228,"redband parrotfish",3,3
"2957",228,"redband parrotfish",4,0.5
"2958",228,"yellowhead wrasse",3,1
"2959",228,"clown wrasse",3,1
"2960",228,"bluehead wrasse",3,1
"2961",228,"striped parrotfish",4,1
"2962",228,"redband parrotfish",5,1
"2963",229,"harlequin bass",2,2
"2964",229,"blue parrotfish",6,2
"2965",229,"gray angelfish",5,2
"2966",229,"graysby",3,1
"2967",229,"scrawled filefish",6,2
"2968",229,"rock beauty",3,4
"2969",229,"blue tang",3,1
"2970",229,"sharpnose puffer",1,4
"2971",229,"bluehead wrasse",1,1
"2972",229,"redband parrotfish",1,1
"2973",229,"bicolor damselfish",1,8.5
"2974",229,"ocean surgeonfish",2,1
"2975",229,"striped parrotfish",1,1
"2976",229,"yellowhead wrasse",1,4.5
"2977",229,"creole wrasse",2,1
"2978",229,"brown chromis",2,39
"2979",229,"bluehead wrasse",2,20
"2980",229,"redband parrotfish",2,1.75
"2981",229,"ocean surgeonfish",3,6
"2982",229,"striped parrotfish",2,8.75
"2983",229,"creole wrasse",3,17.75
"2984",229,"queen angelfish",3,1
"2985",229,"longfin damselfish",2,1
"2986",229,"saucereye porgy",4,1
"2987",229,"reef butterflyfish",3,1
"2988",229,"clown wrasse",2,1
"2989",229,"white grunt",4,1
"2990",229,"spanish hogfish",3,1
"2991",229,"highhat",3,1
"2992",229,"hogfish",4,1
"2993",229,"blue tang",4,2
"2994",229,"redband parrotfish",3,5.5
"2995",229,"bicolor damselfish",2,25.5
"2996",229,"redband parrotfish",4,1.75
"2997",229,"striped parrotfish",3,3.25
"2998",229,"yellowhead wrasse",2,1.5
"2999",229,"creole wrasse",4,6.25
"3000",229,"graysby",4,1
"3001",229,"blue tang",5,1
"3002",229,"bluehead wrasse",3,1
"3003",229,"redband parrotfish",5,1
"3004",229,"brown chromis",3,1
