"","session","species","size_bin","prey_abundance"
"4593",232,"blue chromis",2,1
"4594",232,"blue tang",4,1
"4595",232,"bluehead wrasse",1,32
"4596",232,"bluehead wrasse",2,25
"4597",232,"bridled goby",1,9
"4598",232,"colon goby",1,1
"4599",232,"creole wrasse",1,50
"4600",232,"foureye butterflyfish",2,4
"4601",232,"goldspot goby",1,10
"4602",232,"goldspot goby",2,2
"4603",232,"graysby",3,3
"4604",232,"graysby",4,1
"4605",232,"greenblotch parrotfish",1,2
"4606",232,"harlequin bass",1,1
"4607",232,"hogfish",2,1
"4608",232,"hogfish",5,10
"4609",232,"lionfish",4,1
"4610",232,"masked goby",1,161
"4611",232,"ocean surgeonfish",3,2
"4612",232,"pallid goby",1,2
"4613",232,"pallid goby",2,1
"4614",232,"redband parrotfish",1,21
"4615",232,"redband parrotfish",2,7
"4616",232,"redband parrotfish",3,1
"4617",232,"redband parrotfish",4,1
"4618",232,"redband parrotfish",5,1
"4619",232,"reef butterflyfish",2,1
"4620",232,"sharpnose puffer",1,3
"4621",232,"sharpnose puffer",2,1
"4622",232,"spotfin butterflyfish",3,1
"4623",232,"squirrelfish",5,2
"4624",232,"striped parrotfish",1,8
"4625",232,"striped parrotfish",2,4
"4626",232,"striped parrotfish",3,1
"4627",232,"sunshinefish",1,1
"4628",232,"yellowhead wrasse",1,13
"4629",232,"yellowhead wrasse",2,10
"4630",232,"yellowhead wrasse",3,5
"4631",232,"yellowtail snapper",2,1
"4632",233,"beaugregory",2,3
"4633",233,"bicolor damselfish",1,79
"4634",233,"bicolor damselfish",2,24
"4635",233,"black grouper",6,1
"4636",233,"blue chromis",1,5
"4637",233,"blue chromis",2,4
"4638",233,"blue tang",3,5
"4639",233,"blue tang",4,3
"4640",233,"bluehead wrasse",1,50
"4641",233,"bluehead wrasse",2,16
"4642",233,"bridled goby",1,13
"4643",233,"bridled goby",2,3
"4644",233,"butter hamlet",1,1
"4645",233,"butter hamlet",2,3
"4646",233,"clown wrasse",2,4
"4647",233,"colon goby",1,6
"4648",233,"creole wrasse",1,20
"4649",233,"foureye butterflyfish",2,2
"4650",233,"french grunt",3,3
"4651",233,"goldspot goby",1,11
"4652",233,"goldspot goby",2,1
"4653",233,"graysby",3,1
"4654",233,"graysby",4,1
"4655",233,"greenblotch parrotfish",1,2
"4656",233,"greenblotch parrotfish",2,1
"4657",233,"harlequin bass",1,5
"4658",233,"harlequin bass",2,4
"4659",233,"highhat",2,1
"4660",233,"hogfish",4,1
"4661",233,"longfin damselfish",1,1
"4662",233,"longfin damselfish",2,1
"4663",233,"longspine squirrelfish",5,2
"4664",233,"masked goby",1,440
"4665",233,"ocean surgeonfish",2,1
"4666",233,"ocean surgeonfish",4,3
"4667",233,"pallid goby",1,11
"4668",233,"queen angelfish",4,1
"4669",233,"redband parrotfish",1,7
"4670",233,"redband parrotfish",2,4
"4671",233,"redband parrotfish",3,6
"4672",233,"redband parrotfish",4,5
"4673",233,"redband parrotfish",5,1
"4674",233,"rock beauty",1,1
"4675",233,"rock beauty",2,1
"4676",233,"roughhead blenny",1,3
"4677",233,"saucereye porgy",3,1
"4678",233,"saucereye porgy",5,1
"4679",233,"sharpnose puffer",1,2
"4680",233,"stoplight parrotfish",1,1
"4681",233,"stoplight parrotfish",2,1
"4682",233,"stoplight parrotfish",4,1
"4683",233,"striped parrotfish",1,18
"4684",233,"striped parrotfish",2,11
"4685",233,"striped parrotfish",3,3
"4686",233,"white grunt",3,1
"4687",233,"white grunt",4,3
"4688",233,"white grunt",5,3
"4689",233,"yellowhead wrasse",1,2
"4690",233,"yellowhead wrasse",2,6
"4691",233,"yellowhead wrasse",3,4
"4692",233,"yellowhead wrasse",4,1
"4693",234,"balloonfish",3,1
"4694",234,"banded butterflyfish",2,2
"4695",234,"bar jack",5,1
"4696",234,"beaugregory",1,1
"4697",234,"bicolor damselfish",1,88
"4698",234,"bicolor damselfish",2,27
"4699",234,"blue chromis",1,8
"4700",234,"blue tang",3,3
"4701",234,"bluehead wrasse",1,30
"4702",234,"bluehead wrasse",2,48
"4703",234,"bluelip parrotfish",1,17
"4704",234,"bridled goby",1,33
"4705",234,"bridled goby",2,3
"4706",234,"butter hamlet",2,1
"4707",234,"clown wrasse",1,1
"4708",234,"colon goby",1,6
"4709",234,"creole wrasse",1,105
"4710",234,"creole wrasse",2,15
"4711",234,"doctorfish",4,1
"4712",234,"french angelfish",5,2
"4713",234,"goldspot goby",1,36
"4714",234,"greenblotch parrotfish",1,1
"4715",234,"harlequin bass",1,6
"4716",234,"harlequin bass",2,3
"4717",234,"hogfish",5,2
"4718",234,"lantern bass",1,1
"4719",234,"lionfish",5,1
"4720",234,"masked goby",1,191
"4721",234,"midnight parrotfish",6,1
"4722",234,"ocean surgeonfish",3,5
"4723",234,"pallid goby",1,15
"4724",234,"porkfish",5,1
"4725",234,"purple reeffish",2,1
"4726",234,"redband parrotfish",1,23
"4727",234,"redband parrotfish",2,6
"4728",234,"redband parrotfish",3,4
"4729",234,"redband parrotfish",4,3
"4730",234,"rock beauty",1,1
"4731",234,"roughhead blenny",1,3
"4732",234,"sharpnose puffer",1,2
"4733",234,"sharpnose puffer",2,1
"4734",234,"spotted goatfish",4,3
"4735",234,"spotted trunkfish",3,1
"4736",234,"squirrelfish",5,2
"4737",234,"striped parrotfish",1,9
"4738",234,"striped parrotfish",2,3
"4739",234,"tobaccofish",2,1
"4740",234,"white grunt",4,4
"4741",234,"white grunt",5,1
"4742",234,"yellowhead wrasse",1,5
"4743",234,"yellowhead wrasse",2,12
"4744",234,"yellowhead wrasse",3,3
"4745",234,"yellowhead wrasse",4,2
"4746",235,"bar jack",4,2
"4747",235,"beaugregory",1,1
"4748",235,"beaugregory",2,11
"4749",235,"bicolor damselfish",1,40
"4750",235,"bicolor damselfish",2,17
"4751",235,"blue chromis",2,1
"4752",235,"blue hamlet",2,1
"4753",235,"bluehead wrasse",1,59
"4754",235,"bluehead wrasse",2,23
"4755",235,"bluelip parrotfish",1,1
"4756",235,"bluestriped grunt",4,3
"4757",235,"bridled goby",1,22
"4758",235,"bridled goby",2,4
"4759",235,"butter hamlet",2,1
"4760",235,"butter hamlet",3,2
"4761",235,"creole wrasse",2,60
"4762",235,"foureye butterflyfish",2,1
"4763",235,"french grunt",3,5
"4764",235,"french grunt",4,7
"4765",235,"french grunt",5,1
"4766",235,"goldspot goby",1,17
"4767",235,"graysby",3,2
"4768",235,"graysby",5,1
"4769",235,"greenblotch parrotfish",1,1
"4770",235,"greenblotch parrotfish",2,1
"4771",235,"harlequin bass",2,4
"4772",235,"hogfish",4,1
"4773",235,"hogfish",6,1
"4774",235,"masked goby",1,634
"4775",235,"ocean surgeonfish",4,1
"4776",235,"ocean surgeonfish",5,1
"4777",235,"pallid goby",1,15
"4778",235,"redband parrotfish",1,11
"4779",235,"redband parrotfish",2,6
"4780",235,"redband parrotfish",3,2
"4781",235,"redband parrotfish",4,2
"4782",235,"rock beauty",1,1
"4783",235,"roughhead blenny",1,4
"4784",235,"sharpnose puffer",1,9
"4785",235,"spanish hogfish",2,1
"4786",235,"spotfin butterflyfish",3,1
"4787",235,"striped parrotfish",1,17
"4788",235,"striped parrotfish",2,26
"4789",235,"striped parrotfish",3,1
"4790",235,"tomtate",2,1
"4791",235,"white grunt",3,1
"4792",235,"white grunt",4,15
"4793",235,"white grunt",5,2
"4794",235,"yellowhead wrasse",1,2
"4795",235,"yellowhead wrasse",2,16
"4796",235,"yellowhead wrasse",3,6
"4797",235,"yellowtail snapper",3,1
"4798",236,"beaugregory",1,1
"4799",236,"beaugregory",2,1
"4800",236,"bicolor damselfish",1,53
"4801",236,"bicolor damselfish",2,9
"4802",236,"blue chromis",2,2
"4803",236,"bluehead wrasse",1,30
"4804",236,"bluehead wrasse",2,34
"4805",236,"bluehead wrasse",6,1
"4806",236,"bridled goby",1,28
"4807",236,"bridled goby",2,7
"4808",236,"butter hamlet",2,2
"4809",236,"colon goby",1,7
"4810",236,"foureye butterflyfish",2,2
"4811",236,"french grunt",4,1
"4812",236,"goldspot goby",1,27
"4813",236,"goldspot goby",2,2
"4814",236,"graysby",2,1
"4815",236,"greenblotch parrotfish",1,6
"4816",236,"harlequin bass",2,3
"4817",236,"masked goby",1,310
"4818",236,"pallid goby",1,5
"4819",236,"pallid goby",2,1
"4820",236,"princess parrotfish",6,2
"4821",236,"redband parrotfish",1,12
"4822",236,"redband parrotfish",2,1
"4823",236,"redband parrotfish",4,2
"4824",236,"reef butterflyfish",2,1
"4825",236,"roughhead blenny",1,4
"4826",236,"sharpnose puffer",1,2
"4827",236,"slippery dick",2,1
"4828",236,"squirrelfish",4,1
"4829",236,"squirrelfish",5,5
"4830",236,"stoplight parrotfish",1,1
"4831",236,"striped parrotfish",1,12
"4832",236,"striped parrotfish",2,4
"4833",236,"tobaccofish",2,1
"4834",236,"white grunt",4,1
"4835",236,"yellowhead wrasse",1,16
"4836",236,"yellowhead wrasse",2,11
"4837",236,"yellowhead wrasse",3,2
"4838",237,"bar jack",6,1
"4839",237,"beaugregory",1,4
"4840",237,"beaugregory",2,1
"4841",237,"bicolor damselfish",1,47
"4842",237,"bicolor damselfish",2,18
"4843",237,"blue chromis",1,2
"4844",237,"blue chromis",2,5
"4845",237,"blue tang",3,2
"4846",237,"bluehead wrasse",1,58
"4847",237,"bluehead wrasse",2,55
"4848",237,"bluelip parrotfish",1,3
"4849",237,"bluestriped grunt",3,1
"4850",237,"bluestriped grunt",5,1
"4851",237,"bridled goby",1,47
"4852",237,"bridled goby",2,1
"4853",237,"brown chromis",1,1
"4854",237,"brown chromis",2,2
"4855",237,"butter hamlet",2,2
"4856",237,"colon goby",1,13
"4857",237,"creole wrasse",1,45
"4858",237,"foureye butterflyfish",2,2
"4859",237,"french grunt",3,2
"4860",237,"french grunt",4,4
"4861",237,"french grunt",5,1
"4862",237,"goldspot goby",1,32
"4863",237,"graysby",2,1
"4864",237,"graysby",3,1
"4865",237,"graysby",4,2
"4866",237,"green razorfish",1,1
"4867",237,"greenblotch parrotfish",1,4
"4868",237,"harlequin bass",1,1
"4869",237,"harlequin bass",2,7
"4870",237,"masked goby",1,146
"4871",237,"ocean surgeonfish",3,1
"4872",237,"ocean surgeonfish",4,3
"4873",237,"pallid goby",1,6
"4874",237,"pallid goby",2,1
"4875",237,"princess parrotfish",2,1
"4876",237,"princess parrotfish",3,5
"4877",237,"princess parrotfish",4,4
"4878",237,"princess parrotfish",6,2
"4879",237,"redband parrotfish",1,15
"4880",237,"redband parrotfish",2,8
"4881",237,"redband parrotfish",3,3
"4882",237,"redband parrotfish",4,4
"4883",237,"redband parrotfish",5,1
"4884",237,"roughhead blenny",1,13
"4885",237,"schoolmaster snapper",5,1
"4886",237,"sharpnose puffer",1,7
"4887",237,"sharpnose puffer",2,1
"4888",237,"slender filefish",1,1
"4889",237,"smooth trunkfish",3,1
"4890",237,"spanish hogfish",2,1
"4891",237,"spotfin butterflyfish",2,2
"4892",237,"spotfin butterflyfish",3,1
"4893",237,"spotfin butterflyfish",4,1
"4894",237,"stoplight parrotfish",2,1
"4895",237,"striped parrotfish",1,4
"4896",237,"striped parrotfish",2,4
"4897",237,"trumpetfish",6,1
"4898",237,"white grunt",3,1
"4899",237,"white grunt",4,5
"4900",237,"yellowhead wrasse",1,8
"4901",237,"yellowhead wrasse",2,8
"4902",237,"yellowhead wrasse",3,6
"4903",237,"yellowtail snapper",4,1
"4904",237,"yellowtail snapper",5,4
"4905",238,"bicolor damselfish",1,22
"4906",238,"bicolor damselfish",2,1
"4907",238,"bluehead wrasse",1,42
"4908",238,"bluehead wrasse",2,49
"4909",238,"bluelip parrotfish",1,2
"4910",238,"bluelip parrotfish",2,3
"4911",238,"bridled goby",1,5
"4912",238,"bridled goby",2,1
"4913",238,"clown wrasse",2,2
"4914",238,"goldspot goby",1,5
"4915",238,"harlequin bass",1,1
"4916",238,"harlequin bass",2,1
"4917",238,"ocean surgeonfish",3,1
"4918",238,"redband parrotfish",1,12
"4919",238,"redband parrotfish",2,2
"4920",238,"slippery dick",2,1
"4921",238,"striped parrotfish",2,2
"4922",238,"striped parrotfish",3,1
"4923",238,"white grunt",3,1
"4924",238,"white grunt",5,1
"4925",238,"yellowhead wrasse",1,16
"4926",238,"yellowhead wrasse",2,12
"4927",238,"yellowhead wrasse",3,2
"4928",240,"beaugregory",1,1
"4929",240,"bicolor damselfish",1,30
"4930",240,"bicolor damselfish",2,7
"4931",240,"blue chromis",1,1
"4932",240,"blue chromis",2,5
"4933",240,"bluehead wrasse",1,18
"4934",240,"bluehead wrasse",2,55
"4935",240,"bridled goby",1,2
"4936",240,"bridled goby",2,3
"4937",240,"butter hamlet",2,1
"4938",240,"butter hamlet",3,1
"4939",240,"creole wrasse",2,6
"4940",240,"foureye butterflyfish",2,3
"4941",240,"french grunt",3,1
"4942",240,"goldspot goby",1,5
"4943",240,"graysby",2,1
"4944",240,"greenblotch parrotfish",1,3
"4945",240,"harlequin bass",1,2
"4946",240,"harlequin bass",2,2
"4947",240,"masked goby",1,254
"4948",240,"pallid goby",1,8
"4949",240,"redband parrotfish",1,2
"4950",240,"redband parrotfish",2,4
"4951",240,"redband parrotfish",5,1
"4952",240,"sharpnose puffer",1,6
"4953",240,"stoplight parrotfish",1,1
"4954",240,"striped parrotfish",1,6
"4955",240,"striped parrotfish",2,2
"4956",240,"yellowhead wrasse",1,5
"4957",240,"yellowhead wrasse",2,13
"4958",240,"yellowhead wrasse",3,1
"4959",242,"beaugregory",1,1
"4960",242,"beaugregory",2,4
"4961",242,"bicolor damselfish",1,56
"4962",242,"bicolor damselfish",2,24
"4963",242,"blue chromis",2,1
"4964",242,"blue chromis",3,1
"4965",242,"blue hamlet",4,1
"4966",242,"bluehead wrasse",1,68
"4967",242,"bluehead wrasse",2,76
"4968",242,"bluelip parrotfish",1,12
"4969",242,"bridled goby",1,33
"4970",242,"bridled goby",2,2
"4971",242,"brown chromis",2,3
"4972",242,"brown chromis",3,1
"4973",242,"butter hamlet",2,4
"4974",242,"colon goby",1,5
"4975",242,"creole wrasse",1,1
"4976",242,"doctorfish",4,6
"4977",242,"doctorfish",5,2
"4978",242,"foureye butterflyfish",2,2
"4979",242,"goldspot goby",1,47
"4980",242,"gray angelfish",5,1
"4981",242,"graysby",2,2
"4982",242,"graysby",3,1
"4983",242,"graysby",4,1
"4984",242,"graysby",5,1
"4985",242,"harlequin bass",1,4
"4986",242,"harlequin bass",2,2
"4987",242,"hogfish",5,3
"4988",242,"lionfish",2,1
"4989",242,"masked goby",1,452
"4990",242,"ocean surgeonfish",4,3
"4991",242,"pallid goby",1,48
"4992",242,"pallid goby",2,2
"4993",242,"porkfish",4,1
"4994",242,"princess parrotfish",2,2
"4995",242,"princess parrotfish",5,2
"4996",242,"queen angelfish",5,1
"4997",242,"redband parrotfish",1,20
"4998",242,"redband parrotfish",2,10
"4999",242,"redband parrotfish",3,7
"5000",242,"redband parrotfish",4,2
"5001",242,"redband parrotfish",5,2
"5002",242,"roughhead blenny",1,13
"5003",242,"sharpnose puffer",1,16
"5004",242,"sharpnose puffer",2,1
"5005",242,"spanish hogfish",2,1
"5006",242,"spotted goatfish",4,1
"5007",242,"squirrelfish",5,3
"5008",242,"striped parrotfish",1,6
"5009",242,"striped parrotfish",2,12
"5010",242,"striped parrotfish",4,2
"5011",242,"sunshinefish",2,1
"5012",242,"tobaccofish",2,2
"5013",242,"white grunt",2,1
"5014",242,"white grunt",4,2
"5015",242,"white grunt",5,2
"5016",242,"yellowhead wrasse",1,44
"5017",242,"yellowhead wrasse",2,12
"5018",242,"yellowhead wrasse",3,7
"5019",243,"balloonfish",3,2
"5020",243,"balloonfish",4,1
"5021",243,"banded butterflyfish",2,2
"5022",243,"bicolor damselfish",1,36
"5023",243,"bicolor damselfish",2,23
"5024",243,"bluehead wrasse",1,11
"5025",243,"bluehead wrasse",2,27
"5026",243,"bluelip parrotfish",1,1
"5027",243,"doctorfish",4,1
"5028",243,"doctorfish",5,2
"5029",243,"foureye butterflyfish",2,4
"5030",243,"goldspot goby",1,4
"5031",243,"gray angelfish",5,1
"5032",243,"greenblotch parrotfish",1,22
"5033",243,"greenblotch parrotfish",2,16
"5034",243,"greenblotch parrotfish",4,1
"5035",243,"porkfish",5,1
"5036",243,"redband parrotfish",1,14
"5037",243,"redband parrotfish",2,10
"5038",243,"roughhead blenny",1,4
"5039",243,"scorpionfish sp.",5,1
"5040",243,"sharpnose puffer",1,4
"5041",243,"smooth trunkfish",2,1
"5042",243,"striped parrotfish",1,3
"5043",243,"striped parrotfish",2,1
"5044",243,"yellowhead wrasse",1,17
"5045",243,"yellowhead wrasse",2,12
"5046",244,"beaugregory",2,2
"5047",244,"bicolor damselfish",1,69
"5048",244,"bicolor damselfish",2,34
"5049",244,"blue chromis",1,2
"5050",244,"blue chromis",2,11
"5051",244,"blue parrotfish",5,1
"5052",244,"blue parrotfish",6,1
"5053",244,"blue tang",3,3
"5054",244,"blue tang",4,3
"5055",244,"bluehead wrasse",1,21
"5056",244,"bluehead wrasse",2,73
"5057",244,"bluelip parrotfish",2,1
"5058",244,"bridled goby",1,30
"5059",244,"bridled goby",2,3
"5060",244,"butter hamlet",2,4
"5061",244,"colon goby",1,5
"5062",244,"colon goby",2,1
"5063",244,"creole wrasse",2,15
"5064",244,"doctorfish",4,1
"5065",244,"doctorfish",5,1
"5066",244,"foureye butterflyfish",2,4
"5067",244,"goldspot goby",1,38
"5068",244,"goldspot goby",2,2
"5069",244,"graysby",3,1
"5070",244,"harlequin bass",1,2
"5071",244,"harlequin bass",2,7
"5072",244,"hogfish",5,2
"5073",244,"lantern bass",1,1
"5074",244,"masked goby",1,232
"5075",244,"ocean surgeonfish",4,4
"5076",244,"pallid goby",1,29
"5077",244,"pallid goby",2,6
"5078",244,"queen angelfish",5,1
"5079",244,"redband parrotfish",1,13
"5080",244,"redband parrotfish",2,18
"5081",244,"redband parrotfish",3,2
"5082",244,"redband parrotfish",4,2
"5083",244,"redband parrotfish",5,2
"5084",244,"reef butterflyfish",2,2
"5085",244,"roughhead blenny",1,3
"5086",244,"sharpnose puffer",1,19
"5087",244,"sharpnose puffer",2,5
"5088",244,"spanish hogfish",2,1
"5089",244,"spotfin butterflyfish",3,2
"5090",244,"spotted goatfish",4,1
"5091",244,"squirrelfish",5,1
"5092",244,"stoplight parrotfish",4,1
"5093",244,"stoplight parrotfish",5,3
"5094",244,"stoplight parrotfish",6,1
"5095",244,"striped parrotfish",1,5
"5096",244,"striped parrotfish",2,15
"5097",244,"striped parrotfish",3,1
"5098",244,"striped parrotfish",4,1
"5099",244,"white grunt",3,13
"5100",244,"white grunt",4,3
"5101",244,"white grunt",5,3
"5102",244,"yellowhead wrasse",1,9
"5103",244,"yellowhead wrasse",2,17
"5104",244,"yellowhead wrasse",3,1
"5105",244,"yellowtail snapper",2,1
"5106",245,"banded butterflyfish",2,1
"5107",245,"barracuda",6,1
"5108",245,"beaugregory",1,1
"5109",245,"beaugregory",2,1
"5110",245,"bicolor damselfish",1,57
"5111",245,"bicolor damselfish",2,21
"5112",245,"blue chromis",2,5
"5113",245,"blue tang",3,1
"5114",245,"bluehead wrasse",1,71
"5115",245,"bluehead wrasse",2,103
"5116",245,"bluelip parrotfish",2,2
"5117",245,"bridled goby",1,13
"5118",245,"bridled goby",2,1
"5119",245,"butter hamlet",2,1
"5120",245,"colon goby",1,7
"5121",245,"foureye butterflyfish",2,3
"5122",245,"french grunt",4,1
"5123",245,"goldspot goby",1,21
"5124",245,"graysby",3,1
"5125",245,"greenblotch parrotfish",1,6
"5126",245,"harlequin bass",1,2
"5127",245,"harlequin bass",2,9
"5128",245,"masked goby",1,16
"5129",245,"neon goby",1,3
"5130",245,"ocean surgeonfish",2,1
"5131",245,"ocean surgeonfish",3,4
"5132",245,"pallid goby",1,1
"5133",245,"princess parrotfish",2,2
"5134",245,"princess parrotfish",3,1
"5135",245,"princess parrotfish",4,1
"5136",245,"princess parrotfish",5,2
"5137",245,"princess parrotfish",6,2
"5138",245,"queen angelfish",6,1
"5139",245,"redband parrotfish",1,11
"5140",245,"redband parrotfish",2,3
"5141",245,"redband parrotfish",3,2
"5142",245,"redband parrotfish",4,2
"5143",245,"redband parrotfish",5,4
"5144",245,"reef butterflyfish",2,1
"5145",245,"rock beauty",2,2
"5146",245,"roughhead blenny",1,23
"5147",245,"seaweed blenny",2,1
"5148",245,"sharpnose puffer",1,6
"5149",245,"spotted goatfish",4,1
"5150",245,"stoplight parrotfish",5,1
"5151",245,"striped parrotfish",1,1
"5152",245,"striped parrotfish",2,1
"5153",245,"striped parrotfish",3,2
"5154",245,"white grunt",3,1
"5155",245,"wrasse blenny",2,1
"5156",245,"yellowhead wrasse",1,9
"5157",245,"yellowhead wrasse",2,7
"5158",245,"yellowhead wrasse",3,4
"5159",245,"yellowhead wrasse",4,1
"5160",245,"yellowtail snapper",4,2
"5161",245,"yellowtail snapper",5,1
"5162",246,"bar jack",3,1
"5163",246,"bar jack",4,6
"5164",246,"beaugregory",1,1
"5165",246,"blue tang",2,2
"5166",246,"blue tang",3,2
"5167",246,"bluehead wrasse",1,26
"5168",246,"bluehead wrasse",2,8
"5169",246,"bluestriped grunt",2,4
"5170",246,"bluestriped grunt",3,4
"5171",246,"bluestriped grunt",4,42
"5172",246,"bluestriped grunt",5,14
"5173",246,"doctorfish",2,1
"5174",246,"dusky damselfish",1,2
"5175",246,"gray angelfish",5,1
"5176",246,"gray snapper",4,8
"5177",246,"gray snapper",5,7
"5178",246,"hogfish",4,1
"5179",246,"hogfish",5,5
"5180",246,"hogfish",6,3
"5181",246,"lane snapper",2,3
"5182",246,"neon goby",1,2
"5183",246,"porkfish",1,15
"5184",246,"porkfish",4,1
"5185",246,"puddingwife",2,1
"5186",246,"redband parrotfish",1,2
"5187",246,"redband parrotfish",2,9
"5188",246,"redband parrotfish",4,1
"5189",246,"redband parrotfish",5,1
"5190",246,"sailor's choice",4,1
"5191",246,"scorpionfish sp.",5,1
"5192",246,"sergeant major",1,7
"5193",246,"sergeant major",2,15
"5194",246,"slippery dick",2,15
"5195",246,"slippery dick",3,1
"5196",246,"smallmouth grunt",2,26
"5197",246,"spotted goatfish",4,2
"5198",246,"stoplight parrotfish",1,5
"5199",246,"stoplight parrotfish",2,9
"5200",246,"stoplight parrotfish",5,1
"5201",246,"stoplight parrotfish",6,1
"5202",246,"striped parrotfish",1,10
"5203",246,"striped parrotfish",2,1
"5204",246,"tomtate",1,40
"5205",246,"tomtate",2,40
"5206",246,"trumpetfish",6,1
"5207",246,"white grunt",2,41
"5208",246,"white grunt",3,1
"5209",246,"white grunt",4,3
"5210",246,"white grunt",5,11
"5211",246,"yellowtail snapper",2,13
"5212",247,"beaugregory",1,11
"5213",247,"beaugregory",2,7
"5214",247,"bicolor damselfish",1,4
"5215",247,"black grouper",5,1
"5216",247,"blackbar soldierfish",3,1
"5217",247,"blue parrotfish",5,5
"5218",247,"blue parrotfish",6,2
"5219",247,"bluehead wrasse",1,2
"5220",247,"bridled goby",1,11
"5221",247,"colon goby",1,2
"5222",247,"doctorfish",3,3
"5223",247,"french grunt",2,4
"5224",247,"goldspot goby",1,4
"5225",247,"goldspot goby",2,3
"5226",247,"gray snapper",5,2
"5227",247,"gray triggerfish",4,1
"5228",247,"gray triggerfish",5,3
"5229",247,"gray triggerfish",6,1
"5230",247,"green moray",6,1
"5231",247,"hogfish",3,1
"5232",247,"hogfish",5,2
"5233",247,"hogfish",6,1
"5234",247,"neon goby",1,5
"5235",247,"ocean surgeonfish",3,2
"5236",247,"orangespotted goby",2,1
"5237",247,"porkfish",1,9
"5238",247,"queen angelfish",1,2
"5239",247,"rainbow parrotfish",6,1
"5240",247,"red grouper",5,2
"5241",247,"red grouper",6,2
"5242",247,"redband parrotfish",1,4
"5243",247,"roughhead blenny",1,2
"5244",247,"roughhead blenny",2,1
"5245",247,"sergeant major",2,2
"5246",247,"sharpnose puffer",1,1
"5247",247,"sharptail eel",6,1
"5248",247,"striped parrotfish",1,9
"5249",247,"tiger goby",1,1
"5250",247,"tomtate",1,33
"5251",247,"tomtate",2,1
"5252",247,"white grunt",4,126
"5253",247,"white grunt",5,34
"5254",247,"yellow jack",6,8
"5255",248,"beaugregory",1,15
"5256",248,"beaugregory",2,5
"5257",248,"bicolor damselfish",1,1
"5258",248,"blue angelfish",4,1
"5259",248,"blue parrotfish",5,1
"5260",248,"bluehead wrasse",1,2
"5261",248,"bluehead wrasse",2,2
"5262",248,"bluehead wrasse",6,1
"5263",248,"bluelip parrotfish",1,1
"5264",248,"bluestriped grunt",3,2
"5265",248,"bluestriped grunt",4,12
"5266",248,"bluestriped grunt",5,2
"5267",248,"bridled goby",1,34
"5268",248,"bridled goby",2,1
"5269",248,"colon goby",1,1
"5270",248,"doctorfish",3,1
"5271",248,"doctorfish",4,2
"5272",248,"dusky damselfish",1,1
"5273",248,"foureye butterflyfish",1,1
"5274",248,"french angelfish",4,1
"5275",248,"french grunt",2,16
"5276",248,"french grunt",3,2
"5277",248,"goldspot goby",1,6
"5278",248,"goldspot goby",2,3
"5279",248,"gray angelfish",3,2
"5280",248,"gray snapper",5,1
"5281",248,"gray snapper",6,2
"5282",248,"hogfish",3,1
"5283",248,"hogfish",4,5
"5284",248,"hogfish",5,2
"5285",248,"hogfish",6,1
"5286",248,"lane snapper",2,9
"5287",248,"lane snapper",3,17
"5288",248,"lane snapper",4,2
"5289",248,"lionfish",2,1
"5290",248,"masked goby",1,2
"5291",248,"neon goby",1,3
"5292",248,"neon goby",2,2
"5293",248,"porkfish",1,67
"5294",248,"purplemouth moray",6,3
"5295",248,"queen angelfish",1,2
"5296",248,"redband parrotfish",1,10
"5297",248,"redband parrotfish",2,2
"5298",248,"redband parrotfish",4,2
"5299",248,"rosy blenny",1,5
"5300",248,"rosy blenny",2,1
"5301",248,"roughhead blenny",1,2
"5302",248,"sand diver",5,1
"5303",248,"sergeant major",1,5
"5304",248,"sergeant major",2,2
"5305",248,"slippery dick",2,16
"5306",248,"spotted moray",6,3
"5307",248,"stoplight parrotfish",1,7
"5308",248,"stoplight parrotfish",2,1
"5309",248,"striped parrotfish",1,120
"5310",248,"striped parrotfish",2,1
"5311",248,"threespot damselfish",1,2
"5312",248,"tomtate",1,90
"5313",248,"tomtate",2,80
"5314",248,"white grunt",1,15
"5315",248,"white grunt",2,64
"5316",248,"white grunt",3,19
"5317",248,"white grunt",4,36
"5318",248,"white grunt",5,2
"5319",248,"yellowtail snapper",3,1
"5320",249,"atlantic spadefish",4,12
"5321",249,"beaugregory",1,10
"5322",249,"beaugregory",2,9
"5323",249,"bicolor damselfish",1,2
"5324",249,"black grouper",4,2
"5325",249,"blue angelfish",4,1
"5326",249,"blue parrotfish",4,1
"5327",249,"blue tang",4,2
"5328",249,"blue tang",5,1
"5329",249,"bluehead wrasse",1,4
"5330",249,"bluehead wrasse",2,9
"5331",249,"bluestriped grunt",4,23
"5332",249,"bluestriped grunt",5,5
"5333",249,"bridled goby",1,89
"5334",249,"bridled goby",2,12
"5335",249,"butter hamlet",2,2
"5336",249,"cero",5,1
"5337",249,"colon goby",1,5
"5338",249,"colon goby",2,2
"5339",249,"doctorfish",5,1
"5340",249,"foureye butterflyfish",1,1
"5341",249,"goldspot goby",1,4
"5342",249,"goldspot goby",2,5
"5343",249,"gray snapper",3,3
"5344",249,"gray snapper",4,20
"5345",249,"gray snapper",5,6
"5346",249,"hogfish",4,2
"5347",249,"hogfish",5,3
"5348",249,"hogfish",6,1
"5349",249,"lane snapper",2,27
"5350",249,"lane snapper",3,5
"5351",249,"lionfish",2,2
"5352",249,"masked goby",1,30
"5353",249,"neon goby",1,1
"5354",249,"ocean surgeonfish",2,1
