session,date_site,site,SVC_date,SVC_surveyor,SVC_dive_start,SVC_dive_end,SVC_sample_start,SVC_sample_end,SVC_total_sample_time,SVC_cylinder_rad,SVC_cylinder_area,SVC_temp_f,SVC_current,SVC_vis_ft,SVC_habitat,SVC_max_depth,SVC_min_depth,SVC_stat_depth,max_hard_relief,max_soft_relief,Sub < .2m,Sub .2-.5m,Sub .5-1m,Sub 1-1.5m,Sub > 1.5m,sand,hard-bottom,Rubble,Algae (<1cm),Algae (>1cm),sponge,octocoral,stony,other,period,species,SVC_abundance,SVC_mean_tl,SVC_min_tl,SVC_max_tl,L1,A1,L2,A2,L3,A3,L4,A4,L5,A5
154,2014-09-19_BISC-P14a,BISC-P14a,2014-09-19,Lizard,1420,1510,1425,1441,NA,5,78.53981634,81,None,20,Patch,10,6,6,<0.5,2,15,10,60,10,5,0,90,10,10,5,70,10,5,0,1,slippery dick,4,7,7,11,7,1,NA,NA,7,2,NA,NA,11,1
156,2014-09-19_BISC-W60-4b,BISC-W60-4b,2014-09-19,Lizard,1245,1340,1249,1327,NA,7,153.93804,81,None,45,Continuous,52,48,50,0.5,1,20,70,10,0,0,0,90,10,0,5,20,60,5,0,1,sharpnose puffer,4,4,3,5,3,1,NA,NA,4,2,NA,NA,5,1
157,2014-09-22_Dixie Ledge,Dixie Ledge,2014-09-22,Lizard,930,1025,935,1011,NA,7,153.93804,86,Mild,50,Continuous,60,45,60,0.7,1,40,30,30,0,0,0,90,10,25,20,20,30,5,0,1,greenblotch parrotfish,4,5,3,6,3,1,NA,NA,5,2,NA,NA,6,1
157,2014-09-22_Dixie Ledge,Dixie Ledge,2014-09-22,Lizard,930,1025,935,1011,NA,7,153.93804,86,Mild,50,Continuous,60,45,60,0.7,1,40,30,30,0,0,0,90,10,25,20,20,30,5,0,1,bluelip parrotfish,4,4,3,6,3,1,NA,NA,4,2,NA,NA,6,1
158,2014-09-22_KL-P6,KL-P6,2014-09-22,Lizard,1508,1540,1511,1536,NA,5,78.53981634,80,None,15,Patch,20,18,18,0.7,1.5,10,60,20,10,0,10,80,10,25,15,0,50,10,0,1,redband parrotfish,4,6,5,10,5,1,NA,NA,6,2,NA,NA,10,1
160,2014-09-22_KL-P8,KL-P8,2014-09-22,Lizard,1312,1400,1316,1336,NA,5,78.53981634,81,Mild,20,Patch,12,6,9,0.5,1.5,20,20,40,20,0,5,85,10,10,15,5,60,10,0,1,bluestriped grunt,4,22,20,24,20,1,NA,NA,22,2,NA,NA,24,1
161,2014-09-22_KL-W7,KL-W7,2014-09-22,Lizard,1133,1220,1138,1210,NA,7,153.93804,82,Mild,60,Continuous,65,50,52,0.7,1.2,15,50,30,5,0,0,95,5,15,5,20,50,10,0,1,blue chromis,4,8,6,10,6,1,NA,NA,8,2,NA,NA,10,1
161,2014-09-22_KL-W7,KL-W7,2014-09-22,Lizard,1133,1220,1138,1210,NA,7,153.93804,82,Mild,60,Continuous,65,50,52,0.7,1.2,15,50,30,5,0,0,95,5,15,5,20,50,10,0,1,sharpnose puffer,4,4,3,4,3,1,NA,NA,4,2,NA,NA,4,1
161,2014-09-22_KL-W7,KL-W7,2014-09-22,Lizard,1133,1220,1138,1210,NA,7,153.93804,82,Mild,60,Continuous,65,50,52,0.7,1.2,15,50,30,5,0,0,95,5,15,5,20,50,10,0,1,ocean surgeonfish,4,11,10,15,10,1,NA,NA,11,2,NA,NA,15,1
165,2014-09-24_KL-W2,KL-W2,2014-09-24,Lizard,950,1030,955,1024,NA,7,153.93804,80,Strong,60,Continuous,68,46,52,0.5,1,50,40,10,0,0,0,100,0,30,10,20,35,5,0,1,yellowhead wrasse,4,12,7,13,7,1,NA,NA,12,2,NA,NA,13,1
165,2014-09-24_KL-W2,KL-W2,2014-09-24,Lizard,950,1030,955,1024,NA,7,153.93804,80,Strong,60,Continuous,68,46,52,0.5,1,50,40,10,0,0,0,100,0,30,10,20,35,5,0,1,blue tang,4,12,12,15,12,1,NA,NA,12,2,NA,NA,15,1
166,2014-09-24_KL-W8,KL-W8,2014-09-24,Lizard,1153,1240,1159,1233,NA,7,153.93804,82,None,70,Continuous,65,50,53,0.8,1.2,15,70,10,5,0,0,90,10,25,15,20,40,10,0,1,yellowhead wrasse,4,7,3,11,3,1,NA,NA,7,2,NA,NA,11,1
166,2014-09-24_KL-W8,KL-W8,2014-09-24,Lizard,1153,1240,1159,1233,NA,7,153.93804,82,None,70,Continuous,65,50,53,0.8,1.2,15,70,10,5,0,0,90,10,25,15,20,40,10,0,1,foureye butterflyfish,4,8,7,10,7,1,NA,NA,8,2,NA,NA,10,1
166,2014-09-24_KL-W8,KL-W8,2014-09-24,Lizard,1153,1240,1159,1233,NA,7,153.93804,82,None,70,Continuous,65,50,53,0.8,1.2,15,70,10,5,0,0,90,10,25,15,20,40,10,0,1,scrawled filefish,4,45,40,55,40,1,NA,NA,45,2,NA,NA,55,1
169,2014-09-25_KL-P13,KL-P13,2014-09-25,Lizard,1450,1515,1459,1520,NA,5,78.53981634,81,Mild,15,Patch,10,8,8,0.8,1.4,20,40,30,10,0,0,70,30,10,20,15,40,15,0,1,blue tang,4,13,11,15,11,1,NA,NA,13,2,NA,NA,15,1
172,2014-09-26_KL-W12,KL-W12,2014-09-26,Lizard,1135,1215,1139,1200,NA,7,153.93804,83,None,60,Continuous,55,53,53,0.4,0.5,80,10,10,0,0,0,95,5,25,15,13,45,2,0,1,ocean surgeonfish,4,11,8,14,8,1,NA,NA,11,2,NA,NA,14,1
173,2014-09-26_KL-W13,KL-W13,2014-09-26,Lizard,955,1040,959,1031,NA,7,153.93804,85,Mild,60,Continuous,52,50,50,0.8,0.5,40,50,10,0,0,5,90,5,30,20,20,25,5,0,1,ocean surgeonfish,4,15,12,16,12,1,NA,NA,15,2,NA,NA,16,1
175,2014-09-28_Ten 2A,Ten 2A,2014-09-28,Lizard,1435,1535,1448,1520,NA,7,153.93804,84,None,60,Continuous,33,28,29,0.7,1,50,40,10,0,0,0,10,90,20,40,15,20,5,0,1,clown wrasse,4,7,7,11,7,1,NA,NA,7,2,NA,NA,11,1
176,2014-09-28_Ten 3A,Ten 3A,2014-09-28,Lizard,1240,1340,1253,1329,NA,7,153.93804,83,Mild,50,Continuous,33,28,28,1.2,1,20,60,15,5,0,0,95,5,10,20,20,45,5,0,2,masked goby,4,3,2,4,2,1,NA,NA,3,2,NA,NA,4,1
177,2014-09-28_Ten 5A,Ten 5A,2014-09-28,Lizard,1050,1145,1102,1136,NA,7,153.93804,84,None,60,Continuous,34,27,28,0.3,1,60,30,10,0,0,0,95,5,20,40,17,20,3,0,1,rainbow parrotfish,4,65,60,75,60,1,NA,NA,65,2,NA,NA,75,1
178,2014-09-14_Conch 3A,Conch 3A,2014-09-14,Ellie Splain,1008,1045,1012,1017,NA,7,153.93804,84,Mild,70,Continuous,55,40,42,1.5,1.1,20,30,30,15,5,15,85,0,30,0,20,30,20,0,1,blue tang,4,15,10,20,10,1,NA,NA,15,2,NA,NA,20,1
178,2014-09-14_Conch 3A,Conch 3A,2014-09-14,Ellie Splain,1008,1045,1012,1017,NA,7,153.93804,84,Mild,70,Continuous,55,40,42,1.5,1.1,20,30,30,15,5,15,85,0,30,0,20,30,20,0,1,creole wrasse,4,22,20,25,20,1,NA,NA,22,2,NA,NA,25,1
179,2014-09-14_Conch 4B,Conch 4B,2014-09-14,Ellie Splain,1200,NA,1204,1209,NA,7,153.93804,84,Mild,60,Continuous,46,42,41,1,0.8,30,50,20,0,0,10,90,0,50,0,15,20,15,0,1,princess parrotfish,4,23,20,26,20,1,NA,NA,23,2,NA,NA,26,1
179,2014-09-14_Conch 4B,Conch 4B,2014-09-14,Ellie Splain,1200,NA,1204,1209,NA,7,153.93804,84,Mild,60,Continuous,46,42,41,1,0.8,30,50,20,0,0,10,90,0,50,0,15,20,15,0,1,white grunt,4,19,15,22,15,1,NA,NA,19,2,NA,NA,22,1
179,2014-09-14_Conch 4B,Conch 4B,2014-09-14,Ellie Splain,1200,NA,1204,1209,NA,7,153.93804,84,Mild,60,Continuous,46,42,41,1,0.8,30,50,20,0,0,10,90,0,50,0,15,20,15,0,1,foureye butterflyfish,4,10,8,11,8,1,NA,NA,10,2,NA,NA,11,1
180,2014-09-14_Conch 6A,Conch 6A,2014-09-14,Ellie Splain,1345,NA,1348,1353,NA,7,153.93804,84,Moderate,60,Continuous,45,42,42,0.5,0.8,40,30,30,0,0,5,95,0,40,0,20,30,10,0,1,spotted goatfish,4,20,17,23,17,1,NA,NA,20,2,NA,NA,23,1
180,2014-09-14_Conch 6A,Conch 6A,2014-09-14,Ellie Splain,1345,NA,1348,1353,NA,7,153.93804,84,Moderate,60,Continuous,45,42,42,0.5,0.8,40,30,30,0,0,5,95,0,40,0,20,30,10,0,1,blue chromis,4,8,7,9,7,1,NA,NA,8,2,NA,NA,9,1
180,2014-09-14_Conch 6A,Conch 6A,2014-09-14,Ellie Splain,1345,NA,1348,1353,NA,7,153.93804,84,Moderate,60,Continuous,45,42,42,0.5,0.8,40,30,30,0,0,5,95,0,40,0,20,30,10,0,1,foureye butterflyfish,4,9,8,10,8,1,NA,NA,9,2,NA,NA,10,1
182,2014-09-29_KL-P2,KL-P2,2014-09-29,Ellie Splain,1524,1545,1528,1533,NA,3,28.27433388,84,Mild,15,Patch,17,15,14,0.7,0.5,0,70,30,0,0,30,70,0,15,0,10,10,65,0,1,cocoa damselfish,4,7,5,9,5,1,NA,NA,7,2,NA,NA,9,1
187,2015-03-16_BISC-W13,BISC-W13,2015-03-16,Elizabeth Underwood,1030,1115,1036,1110,NA,7.5,176.7145868,75,Mild,50,Continuous,55,50,52,0.7,1,50,35,15,0,0,60,40,0,20,5,30,40,5,0,1,redband parrotfish,4,10,4,20,4,1,NA,NA,10,2,NA,NA,20,1
187,2015-03-16_BISC-W13,BISC-W13,2015-03-16,Elizabeth Underwood,1030,1115,1036,1110,NA,7.5,176.7145868,75,Mild,50,Continuous,55,50,52,0.7,1,50,35,15,0,0,60,40,0,20,5,30,40,5,0,1,sharpnose puffer,4,4,3,6,3,1,NA,NA,4,2,NA,NA,6,1
187,2015-03-16_BISC-W13,BISC-W13,2015-03-16,Elizabeth Underwood,1030,1115,1036,1110,NA,7.5,176.7145868,75,Mild,50,Continuous,55,50,52,0.7,1,50,35,15,0,0,60,40,0,20,5,30,40,5,0,1,creole wrasse,4,7,5,7,5,1,NA,NA,7,2,NA,NA,7,1
187,2015-03-16_BISC-W13,BISC-W13,2015-03-16,Elizabeth Underwood,1030,1115,1036,1110,NA,7.5,176.7145868,75,Mild,50,Continuous,55,50,52,0.7,1,50,35,15,0,0,60,40,0,20,5,30,40,5,0,1,blue parrotfish,4,45,40,65,40,1,NA,NA,45,2,NA,NA,65,1
187,2015-03-16_BISC-W13,BISC-W13,2015-03-16,Elizabeth Underwood,1030,1115,1036,1110,NA,7.5,176.7145868,75,Mild,50,Continuous,55,50,52,0.7,1,50,35,15,0,0,60,40,0,20,5,30,40,5,0,1,doctorfish,4,10,10,15,10,1,NA,NA,10,2,NA,NA,15,1
187,2015-03-16_BISC-W13,BISC-W13,2015-03-16,Elizabeth Underwood,1030,1115,1036,1110,NA,7.5,176.7145868,75,Mild,50,Continuous,55,50,52,0.7,1,50,35,15,0,0,60,40,0,20,5,30,40,5,0,1,atlantic spadefish,4,40,35,45,35,1,NA,NA,40,2,NA,NA,45,1
187,2015-03-16_BISC-W13,BISC-W13,2015-03-16,Elizabeth Underwood,1030,1115,1036,1110,NA,7.5,176.7145868,75,Mild,50,Continuous,55,50,52,0.7,1,50,35,15,0,0,60,40,0,20,5,30,40,5,0,1,brown chromis,4,7,6,8,6,1,NA,NA,7,2,NA,NA,8,1
187,2015-03-16_BISC-W13,BISC-W13,2015-03-16,Elizabeth Underwood,1030,1115,1036,1110,NA,7.5,176.7145868,75,Mild,50,Continuous,55,50,52,0.7,1,50,35,15,0,0,60,40,0,20,5,30,40,5,0,2,blue chromis,4,7,4,8,4,1,NA,NA,7,2,NA,NA,8,1
188,2015-03-16_BISC-W60-4b,BISC-W60-4b,2015-03-16,Elizabeth Underwood,1237,1315,1243,1308,NA,7.5,176.7145868,73,Mild,50,Continuous,53,45,47,0.5,1,20,60,20,0,0,0,95,5,5,0,40,50,5,0,1,ocean surgeonfish,4,15,12,17,12,1,NA,NA,15,2,NA,NA,17,1
190,2015-03-17_KL-W7,KL-W7,2015-03-17,Elizabeth Underwood,1358,1445,1404,1436,NA,7.5,176.7145868,75,None,60,Continuous,60,45,48,1.5,1.5,25,20,50,5,0,0,95,5,25,5,37,30,3,0,1,blue tang,4,15,13,20,13,1,NA,NA,15,2,NA,NA,20,1
190,2015-03-17_KL-W7,KL-W7,2015-03-17,Elizabeth Underwood,1358,1445,1404,1436,NA,7.5,176.7145868,75,None,60,Continuous,60,45,48,1.5,1.5,25,20,50,5,0,0,95,5,25,5,37,30,3,0,1,ocean surgeonfish,4,12,10,20,10,1,NA,NA,12,2,NA,NA,20,1
190,2015-03-17_KL-W7,KL-W7,2015-03-17,Elizabeth Underwood,1358,1445,1404,1436,NA,7.5,176.7145868,75,None,60,Continuous,60,45,48,1.5,1.5,25,20,50,5,0,0,95,5,25,5,37,30,3,0,1,sharpnose puffer,4,4,3,7,3,1,NA,NA,4,2,NA,NA,7,1
191,BISC-P14a_2015-03-18,BISC-P14a,2015-03-18,Ellie Splain,1522,1547,1525,1530,NA,5,78.53981634,79,Mild,20,Patch,9,7,7,NA,NA,20,25,35,10,0,10,90,0,10,5,0,50,35,0,1,bicolor damselfish,4,4,3,6,3,1,NA,NA,4,2,NA,NA,6,1
191,BISC-P14a_2015-03-18,BISC-P14a,2015-03-18,Ellie Splain,1522,1547,1525,1530,NA,5,78.53981634,79,Mild,20,Patch,9,7,7,NA,NA,20,25,35,10,0,10,90,0,10,5,0,50,35,0,1,bluehead wrasse,4,4,3,5,3,1,NA,NA,4,2,NA,NA,5,1
193,BISC-W12_2015-03-18,BISC-W12,2015-03-18,Ellie Splain,943,1037,947,1023,NA,7.5,176.7145868,75,Mild,70,Continuous,62,59,58,NA,NA,20,335,35,10,0,30,60,10,15,0,35,40,10,0,1,blue chromis,4,9,8,11,8,1,NA,NA,9,2,NA,NA,11,1
193,BISC-W12_2015-03-18,BISC-W12,2015-03-18,Ellie Splain,943,1037,947,1023,NA,7.5,176.7145868,75,Mild,70,Continuous,62,59,58,NA,NA,20,335,35,10,0,30,60,10,15,0,35,40,10,0,1,brown chromis,4,8,6,10,6,1,NA,NA,8,2,NA,NA,10,1
194,BISC-W60-11c_2015-03-18,BISC-W60-11c,2015-03-18,Ellie Splain,1152,1240,1157,1225,NA,7.5,176.7145868,75,Moderate,70,Continuous,57,53,53,NA,NA,5,10,50,30,5,10,90,0,5,0,25,65,5,0,1,blue tang,4,17,15,18,15,1,NA,NA,17,2,NA,NA,18,1
194,BISC-W60-11c_2015-03-18,BISC-W60-11c,2015-03-18,Ellie Splain,1152,1240,1157,1225,NA,7.5,176.7145868,75,Moderate,70,Continuous,57,53,53,NA,NA,5,10,50,30,5,10,90,0,5,0,25,65,5,0,1,greenblotch parrotfish,4,6,5,8,5,1,NA,NA,6,2,NA,NA,8,1
195,BISC-P10a_2015-03-19,BISC-P10a,2015-03-19,Elizabeth Underwood,1425,1500,1429,1455,NA,5,78.53981634,77,Mild,20,Patch,20,10,11,1.5,1.3,5,10,70,15,0,0,95,5,5,10,10,65,10,0,1,striped parrotfish,4,7,5,11,5,1,NA,NA,7,2,NA,NA,11,1
197,BISC-W30a_2015-03-19,BISC-W30a,2015-03-19,Elizabeth Underwood,1150,NA,1154,1218,NA,7.5,176.7145868,77,None,45,Continuous,27,23,23,0.2,1,70,20,10,0,0,0,100,0,60,10,10,18,2,0,1,redband parrotfish,4,6,4,12,4,1,NA,NA,6,2,NA,NA,12,1
198,BISC-W40-b_2015-03-19,BISC-W40-b,2015-03-19,Elizabeth Underwood,1012,1105,1018,1059,NA,7.5,176.7145868,75,None,40,Continuous,55,40,45,1,1.5,25,50,20,5,0,0,95,5,20,25,40,10,5,0,1,yellowhead wrasse,4,7,4,8,4,1,NA,NA,7,2,NA,NA,8,1
198,BISC-W40-b_2015-03-19,BISC-W40-b,2015-03-19,Elizabeth Underwood,1012,1105,1018,1059,NA,7.5,176.7145868,75,None,40,Continuous,55,40,45,1,1.5,25,50,20,5,0,0,95,5,20,25,40,10,5,0,1,striped parrotfish,4,6,4,18,4,1,NA,NA,6,2,NA,NA,18,1
199,BISC-P7a_2015-03-20,BISC-P7a,2015-03-20,Elizabeth Underwood,1346,1410,1351,1408,NA,4,50.26548246,77,Moderate,12,Patch,9,5,5,0.4,0.8,40,50,10,0,0,10,90,0,15,15,5,60,5,0,1,bluehead wrasse,4,7,3,14,3,1,NA,NA,7,2,NA,NA,14,1
200,BISC-P9a_2015-03-20,BISC-P9a,2015-03-20,Elizabeth Underwood,1457,1535,1503,1533,NA,5,78.53981634,78,None,20,Patch,15,5,12,1.5,1.5,10,30,45,15,0,0,100,0,25,5,5,60,5,0,1,sergeant major,4,11,10,11,10,1,NA,NA,11,2,NA,NA,11,1
200,BISC-P9a_2015-03-20,BISC-P9a,2015-03-20,Elizabeth Underwood,1457,1535,1503,1533,NA,5,78.53981634,78,None,20,Patch,15,5,12,1.5,1.5,10,30,45,15,0,0,100,0,25,5,5,60,5,0,1,atlantic spadefish,4,35,30,40,30,1,NA,NA,35,2,NA,NA,40,1
201,BISC-W60-2b_2015-03-20,BISC-W60-2b,2015-03-20,Elizabeth Underwood,1214,1300,1219,1251,NA,7.5,176.7145868,75,Mild,60,Continuous,56,45,50,1,0.8,40,50,10,0,0,5,95,0,20,40,15,20,5,0,1,masked goby,4,3,2,3,2,1,NA,NA,3,2,NA,NA,3,1
201,BISC-W60-2b_2015-03-20,BISC-W60-2b,2015-03-20,Elizabeth Underwood,1214,1300,1219,1251,NA,7.5,176.7145868,75,Mild,60,Continuous,56,45,50,1,0.8,40,50,10,0,0,5,95,0,20,40,15,20,5,0,1,striped parrotfish,4,6,5,7,5,1,NA,NA,6,2,NA,NA,7,1
201,BISC-W60-2b_2015-03-20,BISC-W60-2b,2015-03-20,Elizabeth Underwood,1214,1300,1219,1251,NA,7.5,176.7145868,75,Mild,60,Continuous,56,45,50,1,0.8,40,50,10,0,0,5,95,0,20,40,15,20,5,0,1,greenblotch parrotfish,4,3,3,5,3,1,NA,NA,3,2,NA,NA,5,1
202,BISC-W60-6d_2015-03-20,BISC-W60-6d,2015-03-20,Elizabeth Underwood,1010,1055,1013,1048,NA,7.5,176.7145868,75,Moderate,50,Continuous,55,47,50,1.5,1,30,20,50,10,0,5,95,0,10,15,30,40,5,0,1,spotfin butterflyfish,4,10,10,12,10,1,NA,NA,10,2,NA,NA,12,1
204,2015-03-22_Ten 2A,Ten 2A,2015-03-22,Elizabeth Underwood,1047,1145,1104,1137,NA,7.5,176.7145868,77,Mild,80,Continuous,32,28,28,0.2,1.5,15,15,50,20,0,0,100,0,10,68,15,5,2,0,2,bucktooth parrotfish,4,7,6,8,6,1,NA,NA,7,2,NA,NA,8,1
205,2015-03-22_Ten 3A,Ten 3A,2015-03-22,Elizabeth Underwood,1302,1350,1311,1345,NA,7.5,176.7145868,75,None,70,Continuous,29,24,25,0.7,1.5,5,15,70,10,0,0,100,0,10,75,5,5,5,0,1,ocean surgeonfish,4,10,10,15,10,1,NA,NA,10,2,NA,NA,15,1
205,2015-03-22_Ten 3A,Ten 3A,2015-03-22,Elizabeth Underwood,1302,1350,1311,1345,NA,7.5,176.7145868,75,None,70,Continuous,29,24,25,0.7,1.5,5,15,70,10,0,0,100,0,10,75,5,5,5,0,1,french grunt,4,10,10,13,10,1,NA,NA,10,2,NA,NA,13,1
205,2015-03-22_Ten 3A,Ten 3A,2015-03-22,Elizabeth Underwood,1302,1350,1311,1345,NA,7.5,176.7145868,75,None,70,Continuous,29,24,25,0.7,1.5,5,15,70,10,0,0,100,0,10,75,5,5,5,0,1,striped parrotfish,4,5,5,10,5,1,NA,NA,5,2,NA,NA,10,1
206,2015-03-22_Ten 5A,Ten 5A,2015-03-22,Elizabeth Underwood,1515,1618,1536,1612,NA,7.5,176.7145868,77,None,60,Continuous,32,24,24,0.3,1.5,5,10,65,20,0,10,90,2,15,75,5,3,2,0,1,french grunt,4,10,8,10,8,1,NA,NA,10,2,NA,NA,10,1
206,2015-03-22_Ten 5A,Ten 5A,2015-03-22,Elizabeth Underwood,1515,1618,1536,1612,NA,7.5,176.7145868,77,None,60,Continuous,32,24,24,0.3,1.5,5,10,65,20,0,10,90,2,15,75,5,3,2,0,1,striped parrotfish,4,5,3,5,3,1,NA,NA,5,2,NA,NA,5,1
207,2015-03-23_Conch 3A,Conch 3A,2015-03-23,Elizabeth Underwood,1340,1430,1348,1423,NA,7.5,176.7145868,73,Moderate,100,Continuous,43,40,40,1.5,1,25,45,15,15,0,20,80,0,30,25,20,20,5,0,1,ocean surgeonfish,4,12,10,12,10,1,NA,NA,12,2,NA,NA,12,1
207,2015-03-23_Conch 3A,Conch 3A,2015-03-23,Elizabeth Underwood,1340,1430,1348,1423,NA,7.5,176.7145868,73,Moderate,100,Continuous,43,40,40,1.5,1,25,45,15,15,0,20,80,0,30,25,20,20,5,0,1,blue tang,4,13,12,15,12,1,NA,NA,13,2,NA,NA,15,1
211,2015-03-24_DANGER 88,DANGER 88,2015-03-24,Elizabeth Underwood,1722,1741,1725,1740,NA,3,28.27433388,80,None,20,Patch,10,1,3,3,2,0,10,30,30,30,0,100,0,20,0,5,70,5,0,1,stoplight parrotfish,4,7,3,7,3,1,NA,NA,7,2,NA,NA,7,1
213,2015-03-24_KL-P13,KL-P13,2015-03-24,Elizabeth Underwood,1455,1520,1458,1517,NA,3,28.27433388,78,None,10,Patch,12,7,8,1.5,2,20,15,45,15,5,10,50,40,20,0,10,40,30,0,1,bluestriped grunt,4,15,15,18,15,1,NA,NA,15,2,NA,NA,18,1
215,2015-03-24_KL-W12,KL-W12,2015-03-24,Elizabeth Underwood,958,1045,1003,1033,NA,7.5,176.7145868,73,Moderate,40,Continuous,56,50,51,0.5,1.5,30,50,10,10,0,0,80,20,20,8,30,40,2,0,1,ocean surgeonfish,4,15,15,20,15,1,NA,NA,15,2,NA,NA,20,1
215,2015-03-24_KL-W12,KL-W12,2015-03-24,Elizabeth Underwood,958,1045,1003,1033,NA,7.5,176.7145868,73,Moderate,40,Continuous,56,50,51,0.5,1.5,30,50,10,10,0,0,80,20,20,8,30,40,2,0,2,creole wrasse,4,5,5,7,5,1,NA,NA,5,2,NA,NA,7,1
216,2015-03-24_KL-W13,KL-W13,2015-03-24,Elizabeth Underwood,1159,1245,1203,1233,NA,7.5,176.7145868,73,None,35,Continuous,52,45,50,2,2,5,25,30,35,5,5,80,15,25,25,15,30,5,0,1,yellowhead wrasse,4,7,6,8,6,1,NA,NA,7,2,NA,NA,8,1
216,2015-03-24_KL-W13,KL-W13,2015-03-24,Elizabeth Underwood,1159,1245,1203,1233,NA,7.5,176.7145868,73,None,35,Continuous,52,45,50,2,2,5,25,30,35,5,5,80,15,25,25,15,30,5,0,1,blue chromis,4,8,7,9,7,1,NA,NA,8,2,NA,NA,9,1
217,2015-03-25_KL-P5,KL-P5,2015-03-25,Ellie Splain,1303,1345,1306,1340,NA,5,78.53981634,79,Mild,30,Patch,22,18,19,1.5,1.6,0,30,50,15,5,20,80,0,20,0,5,35,40,0,1,gray angelfish,4,8,18,22,18,1,NA,NA,8,2,NA,NA,22,1
217,2015-03-25_KL-P5,KL-P5,2015-03-25,Ellie Splain,1303,1345,1306,1340,NA,5,78.53981634,79,Mild,30,Patch,22,18,19,1.5,1.6,0,30,50,15,5,20,80,0,20,0,5,35,40,0,1,sharpnose puffer,4,7,4,10,4,1,NA,NA,7,2,NA,NA,10,1
218,2015-03-25_KL-P6,KL-P6,2015-03-25,Ellie Splain,1425,1455,1428,1451,NA,5,78.53981634,77,None,20,Patch,22,18,18,18,1.2,1.5,0,20,50,25,5,20,80,20,15,0,30,35,0,1,ocean surgeonfish,4,14,11,17,11,1,NA,NA,14,2,NA,NA,17,1
218,2015-03-25_KL-P6,KL-P6,2015-03-25,Ellie Splain,1425,1455,1428,1451,NA,5,78.53981634,77,None,20,Patch,22,18,18,18,1.2,1.5,0,20,50,25,5,20,80,20,15,0,30,35,0,1,striped parrotfish,4,6,4,8,4,1,NA,NA,6,2,NA,NA,8,1
219,2015-03-25_KL-P7,KL-P7,2015-03-25,Ellie Splain,1522,1551,1524,1548,NA,3,28.27433388,77,Mild,15,Patch,18,13,15,1,1.7,10,30,50,10,0,15,75,10,25,0,0,40,35,0,1,redband parrotfish,4,12,7,17,7,1,NA,NA,12,2,NA,NA,17,1
219,2015-03-25_KL-P7,KL-P7,2015-03-25,Ellie Splain,1522,1551,1524,1548,NA,3,28.27433388,77,Mild,15,Patch,18,13,15,1,1.7,10,30,50,10,0,15,75,10,25,0,0,40,35,0,1,bluehead wrasse,4,4,3,5,3,1,NA,NA,4,2,NA,NA,5,1
222,2015-03-26_Benwood Ledge,Benwood Ledge,2015-03-26,Ellie Splain,932,1022,935,1015,NA,7.5,176.7145868,77,Heavy,60,Continuous,51,46,48,1,1.2,10,75,15,0,0,0,90,10,25,25,15,20,15,0,2,foureye butterflyfish,4,6,6,6,6,1,NA,NA,6,2,NA,NA,6,1
223,2015-03-26_Dixie Ledge,Dixie Ledge,2015-03-26,Ellie Splain,1147,1236,1152,1228,NA,7.5,176.7145868,77,Heavy,50,Continuous,54,50,50,0.7,1.2,10,60,20,10,0,0,90,10,10,40,10,30,10,0,1,ocean surgeonfish,4,13,11,16,11,1,NA,NA,13,2,NA,NA,16,1
224,2015-03-26_KL-30,KL-30,2015-03-26,Ellie Splain,1509,1610,1513,1539,NA,3,28.27433388,81,Moderate,10,Patch,12,9,9,0.6,1.1,10,25,55,10,0,5,90,5,15,0,5,50,30,0,1,stoplight parrotfish,4,8,5,23,5,1,NA,NA,8,2,NA,NA,23,1
226,2015-03-26_KL-P8,KL-P8,2015-03-26,Ellie Splain,1326,1407,1330,1356,NA,3,28.27433388,79,Mild,15,Patch,12,10,10,0.8,1.2,0,10,70,20,0,10,90,0,15,0,10,50,25,0,1,blue tang,4,11,10,13,10,1,NA,NA,11,2,NA,NA,13,1
228,2015-10-22_KL-W2,KL-W2,2015-10-22,Ellie,NA,NA,NA,NA,NA,7,153.93804,82,Moderate,10,Continuous,51,49,48,0.4,0.8,25,60,15,0,0,15,75,10,0,35,20,35,10,0,1,yellowhead wrasse,4,8,4,12,4,1,NA,NA,8,2,NA,NA,12,1
228,2015-10-22_KL-W2,KL-W2,2015-10-22,Ellie,NA,NA,NA,NA,NA,7,153.93804,82,Moderate,10,Continuous,51,49,48,0.4,0.8,25,60,15,0,0,15,75,10,0,35,20,35,10,0,1,clown wrasse,4,10,9,11,9,1,NA,NA,10,2,NA,NA,11,1
229,2015-10-23_Dixie Ledge,Dixie Ledge,2015-10-23,Ellie,NA,NA,NA,NA,NA,7,153.93804,82,Slight,30,Continuous,53,52,30,0.7,1,20,40,40,0,0,10,85,5,25,15,20,25,5,0,1,rock beauty,4,13,11,15,11,1,NA,NA,13,2,NA,NA,15,1
229,2015-10-23_Dixie Ledge,Dixie Ledge,2015-10-23,Ellie,NA,NA,NA,NA,NA,7,153.93804,82,Slight,30,Continuous,53,52,30,0.7,1,20,40,40,0,0,10,85,5,25,15,20,25,5,0,1,blue tang,4,18,15,21,15,1,NA,NA,18,2,NA,NA,21,1
